Transcript.symbol	Transcript.length	Transcript.gene.secondaryIdentifier
SC_Transcript_00011271	1434	YBL091C
SC_Transcript_00013252	1463	YBL091C
""	1504	YBL091C
""	1626	YBL091C
""	846	YBL091C-A
""	863	YBL091C-A
SC_Transcript_00000003	843	YBL092W
SC_Transcript_00000079	862	YBL092W
SC_Transcript_00000180	861	YBL092W
SC_Transcript_00000672	942	YBL092W
SC_Transcript_00000697	867	YBL092W
SC_Transcript_00000909	896	YBL092W
SC_Transcript_00000998	855	YBL092W
SC_Transcript_00001115	870	YBL092W
SC_Transcript_00001371	911	YBL092W
SC_Transcript_00001609	810	YBL092W
SC_Transcript_00001680	855	YBL092W
SC_Transcript_00001843	905	YBL092W
SC_Transcript_00001856	848	YBL092W
SC_Transcript_00002003	877	YBL092W
SC_Transcript_00002943	810	YBL092W
SC_Transcript_00003181	900	YBL092W
SC_Transcript_00003307	879	YBL092W
SC_Transcript_00003464	870	YBL092W
SC_Transcript_00003483	805	YBL092W
SC_Transcript_00003678	852	YBL092W
SC_Transcript_00003866	898	YBL092W
SC_Transcript_00003874	893	YBL092W
SC_Transcript_00004018	912	YBL092W
SC_Transcript_00004193	969	YBL092W
SC_Transcript_00004389	842	YBL092W
SC_Transcript_00005122	974	YBL092W
SC_Transcript_00005225	835	YBL092W
SC_Transcript_00005402	831	YBL092W
SC_Transcript_00005593	820	YBL092W
SC_Transcript_00005869	842	YBL092W
SC_Transcript_00005893	927	YBL092W
SC_Transcript_00006122	848	YBL092W
SC_Transcript_00006572	821	YBL092W
SC_Transcript_00007103	936	YBL092W
SC_Transcript_00007180	814	YBL092W
SC_Transcript_00007366	836	YBL092W
SC_Transcript_00007487	826	YBL092W
SC_Transcript_00007524	787	YBL092W
SC_Transcript_00007627	946	YBL092W
SC_Transcript_00007663	848	YBL092W
SC_Transcript_00007957	869	YBL092W
SC_Transcript_00008163	808	YBL092W
SC_Transcript_00008290	843	YBL092W
SC_Transcript_00008331	890	YBL092W
SC_Transcript_00008662	849	YBL092W
SC_Transcript_00008744	870	YBL092W
SC_Transcript_00008833	813	YBL092W
SC_Transcript_00009045	826	YBL092W
SC_Transcript_00010420	880	YBL092W
SC_Transcript_00010490	841	YBL092W
SC_Transcript_00010538	921	YBL092W
SC_Transcript_00010626	892	YBL092W
SC_Transcript_00011031	885	YBL092W
SC_Transcript_00011405	858	YBL092W
SC_Transcript_00011567	905	YBL092W
SC_Transcript_00011834	803	YBL092W
SC_Transcript_00012068	915	YBL092W
SC_Transcript_00012079	832	YBL092W
SC_Transcript_00012850	864	YBL092W
SC_Transcript_00012921	797	YBL092W
SC_Transcript_00012971	849	YBL092W
SC_Transcript_00012989	883	YBL092W
SC_Transcript_00013458	857	YBL092W
SC_Transcript_00013587	921	YBL092W
SC_Transcript_00013597	931	YBL092W
SC_Transcript_00014233	832	YBL092W
SC_Transcript_00014328	851	YBL092W
SC_Transcript_00014391	820	YBL092W
SC_Transcript_00014479	874	YBL092W
SC_Transcript_00014585	826	YBL092W
SC_Transcript_00014881	841	YBL092W
SC_Transcript_00015424	833	YBL092W
SC_Transcript_00015644	800	YBL092W
SC_Transcript_00015739	890	YBL092W
SC_Transcript_00015758	904	YBL092W
SC_Transcript_00016191	819	YBL092W
SC_Transcript_00016621	876	YBL092W
SC_Transcript_00016748	889	YBL092W
SC_Transcript_00016967	831	YBL092W
SC_Transcript_00017400	900	YBL092W
SC_Transcript_00017652	839	YBL092W
SC_Transcript_00017806	862	YBL092W
SC_Transcript_00017884	883	YBL092W
""	1161	YBL092W
""	1233	YBL092W
SC_Transcript_00000197	909	YBL093C
SC_Transcript_00005183	898	YBL093C
SC_Transcript_00013027	904	YBL093C
""	1180	YBL093C
""	1191	YBL093C
SC_Transcript_00001520	947	YBL095W
SC_Transcript_00002146	941	YBL095W
SC_Transcript_00010241	957	YBL095W
""	1064	YBL095W
""	2155	YBL095W
""	910	YBL096C
SC_Transcript_00000595	2200	YBL099W
SC_Transcript_00000692	2176	YBL099W
SC_Transcript_00004202	2191	YBL099W
SC_Transcript_00010415	2184	YBL099W
SC_Transcript_00012700	2208	YBL099W
SC_Transcript_00014958	2200	YBL099W
SC_Transcript_00015502	2224	YBL099W
""	2280	YBL099W
""	2334	YBL099W
""	747	YBL100W-C
""	3629	YBL101C
SC_Transcript_00001522	911	YBL102W
SC_Transcript_00002461	914	YBL102W
SC_Transcript_00009489	941	YBL102W
SC_Transcript_00009722	929	YBL102W
SC_Transcript_00009861	884	YBL102W
SC_Transcript_00012242	902	YBL102W
""	988	YBL102W
""	1059	YBL102W
""	2120	YBL103C
""	2217	YBL103C
SC_Transcript_00016415	3212	YBL104C
""	3242	YBL104C
""	3858	YBL105C
""	3861	YBL105C
SC_Transcript_00007531	745	YBL107C
""	821	YBL107C
""	833	YBL107C
SC_Transcript_00005214	2551	YBR001C
""	2650	YBR001C
""	2723	YBR001C
""	1128	YBR002C
""	1165	YBR002C
SC_Transcript_00017297	1569	YBR003W
""	1584	YBR003W
""	2679	YBR003W
SC_Transcript_00003109	1452	YBR004C
SC_Transcript_00008398	1444	YBR004C
SC_Transcript_00011054	1435	YBR004C
""	1468	YBR004C
""	2443	YBR004C
""	1078	YBR005W
""	1187	YBR005W
""	1770	YBR006W
""	1780	YBR006W
""	2482	YBR007C
""	2483	YBR007C
""	2432	YBR008C
""	2533	YBR008C
SC_Transcript_00003336	415	YBR009C
SC_Transcript_00003688	483	YBR009C
SC_Transcript_00005849	499	YBR009C
SC_Transcript_00007258	499	YBR009C
SC_Transcript_00012715	504	YBR009C
SC_Transcript_00013059	476	YBR009C
SC_Transcript_00013429	486	YBR009C
SC_Transcript_00014054	494	YBR009C
SC_Transcript_00014529	494	YBR009C
SC_Transcript_00015445	489	YBR009C
""	1000	YBR009C
""	1180	YBR009C
SC_Transcript_00000372	579	YBR010W
SC_Transcript_00000475	602	YBR010W
SC_Transcript_00000634	609	YBR010W
SC_Transcript_00000980	626	YBR010W
SC_Transcript_00001213	643	YBR010W
SC_Transcript_00002534	610	YBR010W
SC_Transcript_00003051	566	YBR010W
SC_Transcript_00004423	636	YBR010W
SC_Transcript_00005341	561	YBR010W
SC_Transcript_00005940	538	YBR010W
SC_Transcript_00007823	548	YBR010W
SC_Transcript_00008723	619	YBR010W
SC_Transcript_00010544	609	YBR010W
SC_Transcript_00010841	555	YBR010W
SC_Transcript_00011950	585	YBR010W
SC_Transcript_00012909	619	YBR010W
SC_Transcript_00013385	586	YBR010W
SC_Transcript_00013426	595	YBR010W
SC_Transcript_00013626	589	YBR010W
SC_Transcript_00015410	629	YBR010W
SC_Transcript_00016875	596	YBR010W
SC_Transcript_00017426	616	YBR010W
SC_Transcript_00017538	603	YBR010W
""	663	YBR010W
""	795	YBR010W
SC_Transcript_00003931	984	YBR011C
""	1114	YBR011C
""	1147	YBR011C
""	630	YBR012C
""	914	YBR014C
""	1015	YBR014C
SC_Transcript_00000160	2023	YBR015C
SC_Transcript_00000829	2055	YBR015C
SC_Transcript_00001029	2018	YBR015C
SC_Transcript_00006872	2006	YBR015C
SC_Transcript_00006930	2050	YBR015C
SC_Transcript_00007435	2046	YBR015C
SC_Transcript_00010651	2001	YBR015C
SC_Transcript_00016766	2041	YBR015C
""	2343	YBR015C
""	2817	YBR015C
SC_Transcript_00001117	630	YBR016W
SC_Transcript_00003289	605	YBR016W
SC_Transcript_00005678	662	YBR016W
SC_Transcript_00013230	599	YBR016W
""	844	YBR016W
""	1097	YBR016W
SC_Transcript_00003828	2896	YBR017C
SC_Transcript_00015563	2881	YBR017C
SC_Transcript_00017109	2886	YBR017C
""	3012	YBR017C
""	3361	YBR017C
""	1768	YBR018C
""	2584	YBR019C
""	2432	YBR020W
SC_Transcript_00013194	2151	YBR021W
SC_Transcript_00014466	2138	YBR021W
""	2224	YBR021W
""	3611	YBR021W
SC_Transcript_00005959	671	YBR022W
""	910	YBR022W
""	2207	YBR022W
""	3737	YBR023C
""	3828	YBR023C
SC_Transcript_00003370	1192	YBR024W
SC_Transcript_00006642	1228	YBR024W
SC_Transcript_00013070	1207	YBR024W
SC_Transcript_00015853	1235	YBR024W
""	1349	YBR024W
""	1942	YBR024W
SC_Transcript_00001903	1502	YBR025C
SC_Transcript_00004616	1518	YBR025C
SC_Transcript_00008949	1407	YBR025C
SC_Transcript_00010192	1448	YBR025C
SC_Transcript_00014077	1391	YBR025C
""	1652	YBR025C
""	1965	YBR025C
""	1355	YBR026C
""	1661	YBR026C
""	1813	YBR028C
""	1947	YBR028C
""	1626	YBR029C
""	1852	YBR029C
SC_Transcript_00012968	1788	YBR030W
SC_Transcript_00015180	1802	YBR030W
""	1994	YBR030W
""	2051	YBR030W
SC_Transcript_00000677	1241	YBR031W
SC_Transcript_00016285	1203	YBR031W
SC_Transcript_00016341	1198	YBR031W
SC_Transcript_00016424	1242	YBR031W
""	1293	YBR031W
""	1306	YBR031W
""	509	YBR032W
""	2972	YBR033W
SC_Transcript_00001241	1253	YBR034C
SC_Transcript_00002002	1248	YBR034C
SC_Transcript_00010186	1276	YBR034C
""	1358	YBR034C
""	1654	YBR034C
SC_Transcript_00000171	847	YBR035C
SC_Transcript_00003215	816	YBR035C
SC_Transcript_00004329	834	YBR035C
SC_Transcript_00012650	852	YBR035C
SC_Transcript_00014972	821	YBR035C
SC_Transcript_00017452	803	YBR035C
""	886	YBR035C
""	1198	YBR035C
""	1536	YBR036C
""	1610	YBR036C
""	1020	YBR037C
""	1079	YBR037C
SC_Transcript_00011957	3129	YBR038W
""	3122	YBR038W
""	3156	YBR038W
SC_Transcript_00004561	1193	YBR039W
SC_Transcript_00008481	1150	YBR039W
SC_Transcript_00011904	1103	YBR039W
""	1235	YBR039W
""	1465	YBR039W
""	2237	YBR041W
""	2260	YBR041W
""	1377	YBR042C
""	1381	YBR042C
""	2363	YBR043C
""	2373	YBR043C
SC_Transcript_00002360	1868	YBR044C
SC_Transcript_00004607	1838	YBR044C
SC_Transcript_00014111	1860	YBR044C
""	1877	YBR044C
""	1457	YBR046C
""	1479	YBR046C
""	722	YBR047W
""	1206	YBR047W
SC_Transcript_00000269	1291	YBR048W
SC_Transcript_00000963	1276	YBR048W
SC_Transcript_00001010	1202	YBR048W
SC_Transcript_00001345	1190	YBR048W
SC_Transcript_00001433	1225	YBR048W
SC_Transcript_00001640	1197	YBR048W
SC_Transcript_00002121	1256	YBR048W
SC_Transcript_00002819	1157	YBR048W
SC_Transcript_00002952	1218	YBR048W
SC_Transcript_00003096	1247	YBR048W
SC_Transcript_00003305	1184	YBR048W
SC_Transcript_00003316	1202	YBR048W
SC_Transcript_00004184	1210	YBR048W
SC_Transcript_00004401	1232	YBR048W
SC_Transcript_00004473	1200	YBR048W
SC_Transcript_00005545	1192	YBR048W
SC_Transcript_00005811	1161	YBR048W
SC_Transcript_00007111	1220	YBR048W
SC_Transcript_00007460	1198	YBR048W
SC_Transcript_00007636	1197	YBR048W
SC_Transcript_00007641	1261	YBR048W
SC_Transcript_00007651	1240	YBR048W
SC_Transcript_00007770	1217	YBR048W
SC_Transcript_00008365	1269	YBR048W
SC_Transcript_00009002	1269	YBR048W
SC_Transcript_00009402	1197	YBR048W
SC_Transcript_00009410	1182	YBR048W
SC_Transcript_00009716	1227	YBR048W
SC_Transcript_00010559	1190	YBR048W
SC_Transcript_00011966	1210	YBR048W
SC_Transcript_00012169	1207	YBR048W
SC_Transcript_00012388	1276	YBR048W
SC_Transcript_00012704	1232	YBR048W
SC_Transcript_00013057	1180	YBR048W
SC_Transcript_00013170	1222	YBR048W
SC_Transcript_00013317	1117	YBR048W
SC_Transcript_00015848	1249	YBR048W
SC_Transcript_00016174	1167	YBR048W
SC_Transcript_00016308	1284	YBR048W
SC_Transcript_00017469	1240	YBR048W
SC_Transcript_00017511	1262	YBR048W
SC_Transcript_00017726	1205	YBR048W
""	1422	YBR048W
""	1527	YBR048W
SC_Transcript_00016805	2809	YBR049C
""	2827	YBR049C
""	2987	YBR049C
""	1304	YBR050C
""	1315	YBR050C
SC_Transcript_00004542	753	YBR052C
SC_Transcript_00009391	776	YBR052C
SC_Transcript_00010893	727	YBR052C
""	891	YBR052C
""	1023	YBR052C
""	1342	YBR053C
""	1431	YBR053C
SC_Transcript_00008729	1716	YBR054W
""	1714	YBR054W
""	1803	YBR054W
""	2823	YBR055C
""	2833	YBR055C
""	575	YBR056C-B
SC_Transcript_00009214	1571	YBR056W
SC_Transcript_00014980	1610	YBR056W
SC_Transcript_00016904	1595	YBR056W
SC_Transcript_00017586	1555	YBR056W
""	1624	YBR056W
""	1825	YBR056W
SC_Transcript_00016649	723	YBR056W-A
""	786	YBR056W-A
""	814	YBR056W-A
SC_Transcript_00005606	1295	YBR057C
SC_Transcript_00015232	1304	YBR057C
SC_Transcript_00016053	1338	YBR057C
SC_Transcript_00017218	1329	YBR057C
""	1350	YBR057C
""	1357	YBR057C
""	2435	YBR058C
""	3767	YBR058C
SC_Transcript_00003486	471	YBR058C-A
SC_Transcript_00004893	418	YBR058C-A
SC_Transcript_00005235	408	YBR058C-A
SC_Transcript_00007628	403	YBR058C-A
SC_Transcript_00007706	324	YBR058C-A
SC_Transcript_00008250	438	YBR058C-A
SC_Transcript_00008954	423	YBR058C-A
SC_Transcript_00013292	402	YBR058C-A
SC_Transcript_00016980	433	YBR058C-A
""	546	YBR058C-A
""	742	YBR058C-A
""	3472	YBR059C
""	3569	YBR059C
SC_Transcript_00003423	1988	YBR060C
""	2012	YBR060C
""	2049	YBR060C
SC_Transcript_00003160	1110	YBR061C
SC_Transcript_00008958	1135	YBR061C
""	1551	YBR061C
""	2137	YBR061C
""	777	YBR062C
""	778	YBR062C
""	2025	YBR063C
""	2644	YBR063C
""	1551	YBR065C
""	1714	YBR065C
""	1069	YBR066C
""	1072	YBR066C
SC_Transcript_00000075	770	YBR067C
SC_Transcript_00002270	856	YBR067C
SC_Transcript_00009230	829	YBR067C
SC_Transcript_00009364	793	YBR067C
SC_Transcript_00009752	801	YBR067C
SC_Transcript_00009848	777	YBR067C
SC_Transcript_00015892	784	YBR067C
""	1138	YBR067C
""	1155	YBR067C
SC_Transcript_00000360	2109	YBR068C
SC_Transcript_00008196	2071	YBR068C
SC_Transcript_00008671	2066	YBR068C
SC_Transcript_00010078	2094	YBR068C
SC_Transcript_00014777	2077	YBR068C
SC_Transcript_00015808	2102	YBR068C
""	2125	YBR068C
""	2187	YBR068C
SC_Transcript_00006201	2069	YBR069C
SC_Transcript_00012237	2084	YBR069C
""	2188	YBR069C
""	2700	YBR069C
SC_Transcript_00016139	814	YBR070C
""	879	YBR070C
""	969	YBR070C
SC_Transcript_00001951	1012	YBR071W
SC_Transcript_00003491	973	YBR071W
SC_Transcript_00011923	960	YBR071W
""	1109	YBR071W
""	1127	YBR071W
""	989	YBR072W
""	990	YBR072W
SC_Transcript_00001720	3033	YBR074W
SC_Transcript_00017186	3028	YBR074W
""	2997	YBR074W
""	3050	YBR074W
""	750	YBR076C-A
""	1541	YBR076C-A
""	1210	YBR077C
""	1246	YBR077C
SC_Transcript_00003792	1942	YBR078W
SC_Transcript_00005437	1916	YBR078W
SC_Transcript_00010819	1957	YBR078W
""	2437	YBR078W
""	2459	YBR078W
SC_Transcript_00004448	2985	YBR079C
""	3071	YBR079C
""	3089	YBR079C
SC_Transcript_00003247	2435	YBR080C
SC_Transcript_00004764	2486	YBR080C
SC_Transcript_00004814	2454	YBR080C
SC_Transcript_00012488	2436	YBR080C
SC_Transcript_00014658	2441	YBR080C
SC_Transcript_00015863	2460	YBR080C
""	2462	YBR080C
""	2484	YBR080C
SC_Transcript_00000782	782	YBR082C
SC_Transcript_00001080	713	YBR082C
SC_Transcript_00002283	766	YBR082C
SC_Transcript_00003145	772	YBR082C
SC_Transcript_00004592	788	YBR082C
SC_Transcript_00004787	764	YBR082C
SC_Transcript_00004856	756	YBR082C
SC_Transcript_00005111	793	YBR082C
SC_Transcript_00005992	799	YBR082C
SC_Transcript_00006574	758	YBR082C
SC_Transcript_00008934	691	YBR082C
SC_Transcript_00010612	787	YBR082C
SC_Transcript_00010636	783	YBR082C
SC_Transcript_00011091	707	YBR082C
SC_Transcript_00015774	743	YBR082C
SC_Transcript_00015880	793	YBR082C
SC_Transcript_00016828	778	YBR082C
SC_Transcript_00017405	742	YBR082C
""	1107	YBR082C
""	1154	YBR082C
""	1761	YBR083W
""	1804	YBR083W
SC_Transcript_00000229	1217	YBR084C-A
SC_Transcript_00000307	1228	YBR084C-A
SC_Transcript_00001755	1157	YBR084C-A
SC_Transcript_00003274	1197	YBR084C-A
SC_Transcript_00004246	1190	YBR084C-A
SC_Transcript_00004318	1181	YBR084C-A
SC_Transcript_00004936	1147	YBR084C-A
SC_Transcript_00005307	1162	YBR084C-A
SC_Transcript_00006308	1234	YBR084C-A
SC_Transcript_00006919	1199	YBR084C-A
SC_Transcript_00008647	1225	YBR084C-A
SC_Transcript_00009197	1198	YBR084C-A
SC_Transcript_00009505	1179	YBR084C-A
SC_Transcript_00009566	1207	YBR084C-A
SC_Transcript_00009925	1216	YBR084C-A
SC_Transcript_00010427	1147	YBR084C-A
SC_Transcript_00010543	1268	YBR084C-A
SC_Transcript_00012324	1189	YBR084C-A
SC_Transcript_00012364	1207	YBR084C-A
SC_Transcript_00012386	1189	YBR084C-A
SC_Transcript_00012467	1199	YBR084C-A
SC_Transcript_00013435	1211	YBR084C-A
SC_Transcript_00014184	1172	YBR084C-A
SC_Transcript_00015156	1216	YBR084C-A
""	1399	YBR084C-A
""	1860	YBR084C-A
SC_Transcript_00014799	3158	YBR084W
""	3188	YBR084W
""	3222	YBR084W
SC_Transcript_00000038	681	YBR085C-A
SC_Transcript_00000183	609	YBR085C-A
SC_Transcript_00001419	426	YBR085C-A
SC_Transcript_00001521	661	YBR085C-A
SC_Transcript_00004217	652	YBR085C-A
SC_Transcript_00006237	658	YBR085C-A
SC_Transcript_00006476	644	YBR085C-A
SC_Transcript_00006556	730	YBR085C-A
SC_Transcript_00006910	698	YBR085C-A
SC_Transcript_00007645	580	YBR085C-A
SC_Transcript_00008144	573	YBR085C-A
SC_Transcript_00009420	644	YBR085C-A
SC_Transcript_00013265	621	YBR085C-A
SC_Transcript_00013307	688	YBR085C-A
SC_Transcript_00017034	632	YBR085C-A
SC_Transcript_00017619	674	YBR085C-A
SC_Transcript_00017662	712	YBR085C-A
""	755	YBR085C-A
""	1208	YBR085C-A
SC_Transcript_00000036	1188	YBR085W
SC_Transcript_00000090	1194	YBR085W
SC_Transcript_00013635	1178	YBR085W
SC_Transcript_00014692	1199	YBR085W
""	1271	YBR085W
""	1640	YBR085W
SC_Transcript_00005118	3239	YBR086C
""	3275	YBR086C
""	3284	YBR086C
SC_Transcript_00006164	1145	YBR087W
SC_Transcript_00008209	1150	YBR087W
SC_Transcript_00011176	1141	YBR087W
SC_Transcript_00013114	1131	YBR087W
SC_Transcript_00016915	1126	YBR087W
""	1191	YBR087W
""	1277	YBR087W
SC_Transcript_00014355	918	YBR088C
""	1019	YBR088C
""	1024	YBR088C
""	935	YBR089C-A
""	975	YBR089C-A
""	923	YBR089W
""	1009	YBR089W
SC_Transcript_00001226	447	YBR091C
""	516	YBR091C
""	556	YBR091C
SC_Transcript_00005188	1556	YBR092C
SC_Transcript_00011455	1571	YBR092C
""	2224	YBR092C
""	3197	YBR092C
SC_Transcript_00001566	1522	YBR093C
SC_Transcript_00004663	1528	YBR093C
SC_Transcript_00006030	1475	YBR093C
""	1779	YBR093C
""	1925	YBR093C
SC_Transcript_00012995	2401	YBR094W
""	2432	YBR094W
""	2449	YBR094W
""	1424	YBR095C
""	1458	YBR095C
SC_Transcript_00002229	827	YBR096W
SC_Transcript_00003699	837	YBR096W
SC_Transcript_00004054	802	YBR096W
SC_Transcript_00007120	843	YBR096W
SC_Transcript_00010215	786	YBR096W
""	916	YBR096W
""	1072	YBR096W
""	2247	YBR098W
""	2761	YBR098W
""	826	YBR099C
SC_Transcript_00016242	998	YBR101C
""	1763	YBR101C
""	1818	YBR101C
SC_Transcript_00006351	2445	YBR102C
""	2430	YBR102C
""	2498	YBR102C
""	640	YBR103C-A
""	1832	YBR103W
""	1882	YBR103W
SC_Transcript_00001089	1166	YBR104W
SC_Transcript_00002105	1161	YBR104W
SC_Transcript_00002298	1175	YBR104W
SC_Transcript_00003376	1186	YBR104W
SC_Transcript_00009517	1138	YBR104W
SC_Transcript_00012512	1155	YBR104W
SC_Transcript_00013739	1158	YBR104W
SC_Transcript_00013886	1181	YBR104W
""	1568	YBR104W
""	1593	YBR104W
SC_Transcript_00006801	1237	YBR105C
SC_Transcript_00009741	1229	YBR105C
""	1384	YBR105C
""	1413	YBR105C
SC_Transcript_00003059	775	YBR106W
SC_Transcript_00004977	713	YBR106W
SC_Transcript_00006923	735	YBR106W
SC_Transcript_00007143	782	YBR106W
SC_Transcript_00009978	748	YBR106W
SC_Transcript_00011002	728	YBR106W
SC_Transcript_00011402	755	YBR106W
SC_Transcript_00013496	690	YBR106W
SC_Transcript_00014594	740	YBR106W
SC_Transcript_00015017	698	YBR106W
""	1173	YBR106W
""	2161	YBR106W
""	1352	YBR107C
""	1377	YBR107C
""	3069	YBR108W
""	3119	YBR108W
SC_Transcript_00001111	671	YBR109C
SC_Transcript_00001643	656	YBR109C
SC_Transcript_00004124	651	YBR109C
SC_Transcript_00007166	590	YBR109C
SC_Transcript_00009052	672	YBR109C
SC_Transcript_00009059	686	YBR109C
SC_Transcript_00009341	728	YBR109C
SC_Transcript_00010642	637	YBR109C
SC_Transcript_00010839	688	YBR109C
SC_Transcript_00015127	706	YBR109C
""	828	YBR109C
""	4134	YBR109C
""	567	YBR109W-A
""	657	YBR109W-A
""	1715	YBR110W
""	1733	YBR110W
SC_Transcript_00013470	754	YBR111C
SC_Transcript_00016443	761	YBR111C
""	1039	YBR111C
SC_Transcript_00008486	640	YBR111W-A
""	652	YBR111W-A
""	663	YBR111W-A
""	3319	YBR112C
""	3329	YBR112C
SC_Transcript_00004012	2515	YBR114W
""	2632	YBR114W
""	3573	YBR114W
""	4334	YBR115C
SC_Transcript_00000667	1497	YBR118W
SC_Transcript_00001046	1535	YBR118W
SC_Transcript_00001094	1519	YBR118W
SC_Transcript_00002602	1483	YBR118W
SC_Transcript_00003025	1514	YBR118W
SC_Transcript_00003716	1564	YBR118W
SC_Transcript_00007373	1476	YBR118W
SC_Transcript_00008391	1570	YBR118W
SC_Transcript_00010403	1489	YBR118W
SC_Transcript_00010824	1496	YBR118W
SC_Transcript_00010895	1465	YBR118W
SC_Transcript_00010913	1491	YBR118W
SC_Transcript_00010969	1579	YBR118W
SC_Transcript_00011996	1543	YBR118W
SC_Transcript_00012790	1475	YBR118W
SC_Transcript_00012846	1573	YBR118W
SC_Transcript_00013047	1502	YBR118W
SC_Transcript_00013436	1548	YBR118W
SC_Transcript_00014281	1508	YBR118W
SC_Transcript_00014574	1554	YBR118W
SC_Transcript_00015132	1513	YBR118W
SC_Transcript_00015137	1549	YBR118W
SC_Transcript_00015714	1481	YBR118W
SC_Transcript_00016520	1541	YBR118W
SC_Transcript_00017291	1471	YBR118W
""	1684	YBR118W
""	1686	YBR118W
SC_Transcript_00013953	1176	YBR119W
""	1198	YBR119W
""	1315	YBR119W
SC_Transcript_00001370	632	YBR120C
""	825	YBR120C
""	880	YBR120C
""	2316	YBR121C
""	2105	YBR121C-A
""	2121	YBR121C-A
SC_Transcript_00002395	740	YBR122C
SC_Transcript_00004939	751	YBR122C
SC_Transcript_00008092	775	YBR122C
SC_Transcript_00014969	745	YBR122C
""	1293	YBR122C
""	1599	YBR122C
SC_Transcript_00001748	2088	YBR123C
SC_Transcript_00004269	2083	YBR123C
SC_Transcript_00006764	2059	YBR123C
SC_Transcript_00008544	2083	YBR123C
SC_Transcript_00012609	2064	YBR123C
""	2084	YBR123C
""	2085	YBR123C
""	1514	YBR125C
""	1515	YBR125C
SC_Transcript_00003473	1712	YBR126C
SC_Transcript_00012262	1666	YBR126C
SC_Transcript_00013806	1682	YBR126C
""	1771	YBR126C
""	1782	YBR126C
""	360	YBR126W-B
""	381	YBR126W-B
SC_Transcript_00006992	1747	YBR127C
SC_Transcript_00010254	1721	YBR127C
SC_Transcript_00017390	1762	YBR127C
""	1883	YBR127C
""	1895	YBR127C
""	1161	YBR128C
""	1171	YBR128C
SC_Transcript_00005473	1094	YBR129C
""	1166	YBR129C
""	1191	YBR129C
SC_Transcript_00005559	1441	YBR130C
SC_Transcript_00017814	1450	YBR130C
""	1459	YBR130C
""	1467	YBR130C
""	2245	YBR131W
""	2370	YBR131W
""	2288	YBR132C
""	2501	YBR132C
""	2737	YBR133C
""	2948	YBR133C
""	829	YBR135W
""	837	YBR135W
SC_Transcript_00002734	737	YBR137W
SC_Transcript_00003311	733	YBR137W
SC_Transcript_00007538	690	YBR137W
SC_Transcript_00007899	760	YBR137W
SC_Transcript_00009103	776	YBR137W
SC_Transcript_00011282	706	YBR137W
SC_Transcript_00012772	728	YBR137W
SC_Transcript_00012783	755	YBR137W
SC_Transcript_00014306	705	YBR137W
SC_Transcript_00016608	696	YBR137W
SC_Transcript_00017897	742	YBR137W
SC_Transcript_00017903	699	YBR137W
""	835	YBR137W
""	880	YBR137W
""	1860	YBR138C
SC_Transcript_00000955	1708	YBR139W
""	1742	YBR139W
""	1849	YBR139W
""	1226	YBR141C
""	1280	YBR141C
""	717	YBR141W-A
""	775	YBR141W-A
""	2609	YBR142W
""	2618	YBR142W
""	1620	YBR143C
""	1625	YBR143C
SC_Transcript_00000912	1219	YBR145W
SC_Transcript_00003726	1171	YBR145W
SC_Transcript_00008105	1198	YBR145W
""	1350	YBR145W
""	1401	YBR145W
SC_Transcript_00002864	1111	YBR146W
SC_Transcript_00005806	1102	YBR146W
SC_Transcript_00015091	1064	YBR146W
""	1315	YBR146W
""	1366	YBR146W
""	1079	YBR147W
""	1456	YBR147W
SC_Transcript_00001413	1175	YBR149W
SC_Transcript_00004530	1196	YBR149W
SC_Transcript_00004909	1181	YBR149W
SC_Transcript_00009769	1168	YBR149W
SC_Transcript_00012643	1162	YBR149W
