Gene	Gene Systematic Name	Phenotype	Experiment Type	Experiment Type Category	Mutant Information	Strain Background	Chemical	Details	Reference
SCC2	YDR180W	inviable 	systematic mutation set	large-scale survey	null Allele: scc2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SCC4	YER147C	inviable 	systematic mutation set	large-scale survey	null Allele: scc4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SCD5	YOR329C	inviable 	systematic mutation set	large-scale survey	null Allele: scd5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SCL1	YGL011C	inviable 	systematic mutation set	large-scale survey	null Allele: scl1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SCM3	YDL139C	inviable 	systematic mutation set	large-scale survey	null Allele: scm3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SDA1	YGR245C	inviable 	systematic mutation set	large-scale survey	null Allele: sda1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SDH3	YKL141W	inviable 	systematic mutation set	large-scale survey	null Allele: sdh3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SDO1	YLR022C	inviable 	systematic mutation set	large-scale survey	null Allele: sdo1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SDS22	YKL193C	inviable 	systematic mutation set	large-scale survey	null Allele: sds22-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC1	YDR164C	inviable 	systematic mutation set	large-scale survey	null Allele: sec1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC10	YLR166C	inviable 	systematic mutation set	large-scale survey	null Allele: sec10-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC11	YIR022W	inviable 	systematic mutation set	large-scale survey	null Allele: sec11-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC12	YNR026C	inviable 	systematic mutation set	large-scale survey	null Allele: sec12-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC13	YLR208W	inviable 	systematic mutation set	large-scale survey	null Allele: sec13-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC14	YMR079W	inviable 	systematic mutation set	large-scale survey	null Allele: sec14-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC15	YGL233W	inviable 	systematic mutation set	large-scale survey	null Allele: sec15-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC16	YPL085W	inviable 	systematic mutation set	large-scale survey	null Allele: sec16-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC17	YBL050W	inviable 	systematic mutation set	large-scale survey	null Allele: sec17-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC18	YBR080C	inviable 	systematic mutation set	large-scale survey	null Allele: sec18-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC2	YNL272C	inviable 	systematic mutation set	large-scale survey	null Allele: sec2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC20	YDR498C	inviable 	systematic mutation set	large-scale survey	null Allele: sec20-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC21	YNL287W	inviable 	systematic mutation set	large-scale survey	null Allele: sec21-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC23	YPR181C	inviable 	systematic mutation set	large-scale survey	null Allele: sec23-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC24	YIL109C	inviable 	systematic mutation set	large-scale survey	null Allele: sec24-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC26	YDR238C	inviable 	systematic mutation set	large-scale survey	null Allele: sec26-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC27	YGL137W	inviable 	systematic mutation set	large-scale survey	null Allele: sec27-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC3	YER008C	inviable 	systematic mutation set	large-scale survey	null Allele: sec3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC31	YDL195W	inviable 	systematic mutation set	large-scale survey	null Allele: sec31-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC39	YLR440C	inviable 	systematic mutation set	large-scale survey	null Allele: sec39-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC4	YFL005W	inviable 	systematic mutation set	large-scale survey	null Allele: sec4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC5	YDR166C	inviable 	systematic mutation set	large-scale survey	null Allele: sec5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC53	YFL045C	inviable 	systematic mutation set	large-scale survey	null Allele: sec53-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC59	YMR013C	inviable 	systematic mutation set	large-scale survey	null Allele: sec59-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC6	YIL068C	inviable 	systematic mutation set	large-scale survey	null Allele: sec6-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC61	YLR378C	inviable 	systematic mutation set	large-scale survey	null Allele: sec61-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC62	YPL094C	inviable 	systematic mutation set	large-scale survey	null Allele: sec62-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC63	YOR254C	inviable 	systematic mutation set	large-scale survey	null Allele: sec63-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC65	YML105C	inviable 	systematic mutation set	large-scale survey	null Allele: sec65-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC7	YDR170C	inviable 	systematic mutation set	large-scale survey	null Allele: sec7-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC8	YPR055W	inviable 	systematic mutation set	large-scale survey	null Allele: sec8-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEC9	YGR009C	inviable 	systematic mutation set	large-scale survey	null Allele: sec9-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SED5	YLR026C	inviable 	systematic mutation set	large-scale survey	null Allele: sed5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEN1	YLR430W	inviable 	systematic mutation set	large-scale survey	null Allele: sen1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEN15	YMR059W	inviable 	systematic mutation set	large-scale survey	null Allele: sen15-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEN2	YLR105C	inviable 	systematic mutation set	large-scale survey	null Allele: sen2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEN34	YAR008W	inviable 	systematic mutation set	large-scale survey	null Allele: sen34-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SEN54	YPL083C	inviable 	systematic mutation set	large-scale survey	null Allele: sen54-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SES1	YDR023W	inviable 	systematic mutation set	large-scale survey	null Allele: ses1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SFH1	YLR321C	inviable 	systematic mutation set	large-scale survey	null Allele: sfh1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SFI1	YLL003W	inviable 	systematic mutation set	large-scale survey	null Allele: sfi1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SFT1	YKL006C-A	inviable 	systematic mutation set	large-scale survey	null Allele: sft1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SGD1	YLR336C	inviable 	systematic mutation set	large-scale survey	null Allele: sgd1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SGT1	YOR057W	inviable 	systematic mutation set	large-scale survey	null Allele: sgt1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SGV1	YPR161C	inviable 	systematic mutation set	large-scale survey	null Allele: sgv1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SHQ1	YIL104C	inviable 	systematic mutation set	large-scale survey	null Allele: shq1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SHR3	YDL212W	inviable 	systematic mutation set	large-scale survey	null Allele: shr3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SIS1	YNL007C	inviable 	systematic mutation set	large-scale survey	null Allele: sis1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SKI6	YGR195W	inviable 	systematic mutation set	large-scale survey	null Allele: ski6-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SKI7	YOR076C	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: ski7-Δ	Sigma1278b			Dowell RD, et al. (2010) PMID:20413493
SKI8	YGL213C	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: ski8-Δ	Sigma1278b			Dowell RD, et al. (2010) PMID:20413493
SKP1	YDR328C	inviable 	systematic mutation set	large-scale survey	null Allele: skp1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SLD2	YKL108W	inviable 	systematic mutation set	large-scale survey	null Allele: sld2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SLD3	YGL113W	inviable 	systematic mutation set	large-scale survey	null Allele: sld3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SLD5	YDR489W	inviable 	systematic mutation set	large-scale survey	null Allele: sld5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SLD7	YOR060C	inviable 	systematic mutation set	large-scale survey	null Allele: sld7-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SLN1	YIL147C	inviable 	systematic mutation set	large-scale survey	null Allele: sln1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SLU7	YDR088C	inviable 	systematic mutation set	large-scale survey	null Allele: slu7-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SLY1	YDR189W	inviable 	systematic mutation set	large-scale survey	null Allele: sly1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SMC1	YFL008W	inviable 	systematic mutation set	large-scale survey	null Allele: smc1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SMC2	YFR031C	inviable 	systematic mutation set	large-scale survey	null Allele: smc2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SMC3	YJL074C	inviable 	systematic mutation set	large-scale survey	null Allele: smc3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SMC4	YLR086W	inviable 	systematic mutation set	large-scale survey	null Allele: smc4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SMC5	YOL034W	inviable 	systematic mutation set	large-scale survey	null Allele: smc5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SMD1	YGR074W	inviable 	systematic mutation set	large-scale survey	null Allele: smd1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SMD2	YLR275W	inviable 	systematic mutation set	large-scale survey	null Allele: smd2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SMD3	YLR147C	inviable 	systematic mutation set	large-scale survey	null Allele: smd3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SME1	YOR159C	inviable 	systematic mutation set	large-scale survey	null Allele: sme1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SMP3	YOR149C	inviable 	systematic mutation set	large-scale survey	null Allele: smp3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SMT3	YDR510W	inviable 	systematic mutation set	large-scale survey	null Allele: smt3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SMX2	YFL017W-A	inviable 	systematic mutation set	large-scale survey	null Allele: smx2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SMX3	YPR182W	inviable 	systematic mutation set	large-scale survey	null Allele: smx3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SND3	YBR106W	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: snd3-Δ	Sigma1278b			Dowell RD, et al. (2010) PMID:20413493
SNM1	YDR478W	inviable 	systematic mutation set	large-scale survey	null Allele: snm1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SNP1	YIL061C	inviable 	systematic mutation set	large-scale survey	null Allele: snp1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SNT309	YPR101W	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: snt309-Δ	Sigma1278b			Dowell RD, et al. (2010) PMID:20413493
SNU114	YKL173W	inviable 	systematic mutation set	large-scale survey	null Allele: snu114-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SNU13	YEL026W	inviable 	systematic mutation set	large-scale survey	null Allele: snu13-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SNU23	YDL098C	inviable 	systematic mutation set	large-scale survey	null Allele: snu23-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SNU56	YDR240C	inviable 	systematic mutation set	large-scale survey	null Allele: snu56-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SNU71	YGR013W	inviable 	systematic mutation set	large-scale survey	null Allele: snu71-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SOF1	YLL011W	inviable 	systematic mutation set	large-scale survey	null Allele: sof1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SOG2	YOR353C	inviable 	systematic mutation set	large-scale survey	null Allele: sog2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPB1	YCL054W	inviable 	systematic mutation set	large-scale survey	null Allele: spb1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPB4	YFL002C	inviable 	systematic mutation set	large-scale survey	null Allele: spb4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPC105	YGL093W	inviable 	systematic mutation set	large-scale survey	null Allele: spc105-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPC110	YDR356W	inviable 	systematic mutation set	large-scale survey	null Allele: spc110-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPC19	YDR201W	inviable 	systematic mutation set	large-scale survey	null Allele: spc19-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPC24	YMR117C	inviable 	systematic mutation set	large-scale survey	null Allele: spc24-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPC25	YER018C	inviable 	systematic mutation set	large-scale survey	null Allele: spc25-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPC29	YPL124W	inviable 	systematic mutation set	large-scale survey	null Allele: spc29-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPC3	YLR066W	inviable 	systematic mutation set	large-scale survey	null Allele: spc3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPC34	YKR037C	inviable 	systematic mutation set	large-scale survey	null Allele: spc34-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPC42	YKL042W	inviable 	systematic mutation set	large-scale survey	null Allele: spc42-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPC97	YHR172W	inviable 	systematic mutation set	large-scale survey	null Allele: spc97-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPC98	YNL126W	inviable 	systematic mutation set	large-scale survey	null Allele: spc98-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPN1	YPR133C	inviable 	systematic mutation set	large-scale survey	null Allele: spn1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPP2	YOR148C	inviable 	systematic mutation set	large-scale survey	null Allele: spp2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPP381	YBR152W	inviable 	systematic mutation set	large-scale survey	null Allele: spp381-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPP382	YLR424W	inviable 	systematic mutation set	large-scale survey	null Allele: spp382-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPP41	YDR464W	inviable 	systematic mutation set	large-scale survey	null Allele: spp41-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPT14	YPL175W	inviable 	systematic mutation set	large-scale survey	null Allele: spt14-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPT15	YER148W	inviable 	systematic mutation set	large-scale survey	null Allele: spt15-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPT16	YGL207W	inviable 	systematic mutation set	large-scale survey	null Allele: spt16-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPT5	YML010W	inviable 	systematic mutation set	large-scale survey	null Allele: spt5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SPT6	YGR116W	inviable 	systematic mutation set	large-scale survey	null Allele: spt6-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SQT1	YIR012W	inviable 	systematic mutation set	large-scale survey	null Allele: sqt1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SRB4	YER022W	inviable 	systematic mutation set	large-scale survey	null Allele: srb4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SRB6	YBR253W	inviable 	systematic mutation set	large-scale survey	null Allele: srb6-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SRB7	YDR308C	inviable 	systematic mutation set	large-scale survey	null Allele: srb7-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SRM1	YGL097W	inviable 	systematic mutation set	large-scale survey	null Allele: srm1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SRP1	YNL189W	inviable 	systematic mutation set	large-scale survey	null Allele: srp1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SRP101	YDR292C	inviable 	systematic mutation set	large-scale survey	null Allele: srp101-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SRP101	YDR292C	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: srp101-Δ	S288C			Dowell RD, et al. (2010) PMID:20413493
SRP102	YKL154W	inviable 	systematic mutation set	large-scale survey	null Allele: srp102-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SRP102	YKL154W	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: srp102-Δ	S288C			Dowell RD, et al. (2010) PMID:20413493
SRP14	YDL092W	inviable 	systematic mutation set	large-scale survey	null Allele: srp14-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SRP14	YDL092W	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: srp14-Δ	S288C			Dowell RD, et al. (2010) PMID:20413493
SRP21	YKL122C	inviable 	systematic mutation set	large-scale survey	null Allele: srp21-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SRP21	YKL122C	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: srp21-Δ	S288C			Dowell RD, et al. (2010) PMID:20413493
SRP54	YPR088C	inviable 	systematic mutation set	large-scale survey	null Allele: srp54-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SRP68	YPL243W	inviable 	systematic mutation set	large-scale survey	null Allele: srp68-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SRP68	YPL243W	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: srp68-Δ	S288C			Dowell RD, et al. (2010) PMID:20413493
SRP72	YPL210C	inviable 	systematic mutation set	large-scale survey	null Allele: srp72-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SRP72	YPL210C	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: srp72-Δ	S288C			Dowell RD, et al. (2010) PMID:20413493
SSC1	YJR045C	inviable 	systematic mutation set	large-scale survey	null Allele: ssc1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SSL1	YLR005W	inviable 	systematic mutation set	large-scale survey	null Allele: ssl1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SSL2	YIL143C	inviable 	systematic mutation set	large-scale survey	null Allele: ssl2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SSS1	YDR086C	inviable 	systematic mutation set	large-scale survey	null Allele: sss1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SSU72	YNL222W	inviable 	systematic mutation set	large-scale survey	null Allele: ssu72-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SSY1	YDR160W	inviable 	systematic mutation set	large-scale survey	null Allele: ssy1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SSY5	YJL156C	inviable 	systematic mutation set	large-scale survey	null Allele: ssy5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
STH1	YIL126W	inviable 	systematic mutation set	large-scale survey	null Allele: sth1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
STN1	YDR082W	inviable 	systematic mutation set	large-scale survey	null Allele: stn1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
STS1	YIR011C	inviable 	systematic mutation set	large-scale survey	null Allele: sts1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
STT4	YLR305C	inviable 	systematic mutation set	large-scale survey	null Allele: stt4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
STU1	YBL034C	inviable 	systematic mutation set	large-scale survey	null Allele: stu1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
STU2	YLR045C	inviable 	systematic mutation set	large-scale survey	null Allele: stu2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SUA5	YGL169W	inviable 	systematic mutation set	large-scale survey	null Allele: sua5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SUA7	YPR086W	inviable 	systematic mutation set	large-scale survey	null Allele: sua7-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SUB2	YDL084W	inviable 	systematic mutation set	large-scale survey	null Allele: sub2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SUI1	YNL244C	inviable 	systematic mutation set	large-scale survey	null Allele: sui1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SUI2	YJR007W	inviable 	systematic mutation set	large-scale survey	null Allele: sui2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SUI3	YPL237W	inviable 	systematic mutation set	large-scale survey	null Allele: sui3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SUP35	YDR172W	inviable 	systematic mutation set	large-scale survey	null Allele: sup35-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SUP45	YBR143C	inviable 	systematic mutation set	large-scale survey	null Allele: sup45-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SUP61	YNCC0013W	inviable 	systematic mutation set	large-scale survey	null Allele: sup61-Δ	Other			Bloom-Ackermann Z, et al. (2014) PMID:24453985
SWC4	YGR002C	inviable 	systematic mutation set	large-scale survey	null Allele: swc4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SWD2	YKL018W	inviable 	systematic mutation set	large-scale survey	null Allele: swd2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SWI1	YPL016W	inviable 	systematic mutation set	large-scale survey	null Allele: swi1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SWI6	YLR182W	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: swi6-Δ	Sigma1278b			Dowell RD, et al. (2010) PMID:20413493
SWP1	YMR149W	inviable 	systematic mutation set	large-scale survey	null Allele: swp1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SYF1	YDR416W	inviable 	systematic mutation set	large-scale survey	null Allele: syf1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TAD2	YJL035C	inviable 	systematic mutation set	large-scale survey	null Allele: tad2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TAD3	YLR316C	inviable 	systematic mutation set	large-scale survey	null Allele: tad3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TAF1	YGR274C	inviable 	systematic mutation set	large-scale survey	null Allele: taf1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TAF10	YDR167W	inviable 	systematic mutation set	large-scale survey	null Allele: taf10-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TAF11	YML015C	inviable 	systematic mutation set	large-scale survey	null Allele: taf11-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TAF12	YDR145W	inviable 	systematic mutation set	large-scale survey	null Allele: taf12-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TAF13	YML098W	inviable 	systematic mutation set	large-scale survey	null Allele: taf13-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TAF3	YPL011C	inviable 	systematic mutation set	large-scale survey	null Allele: taf3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TAF4	YMR005W	inviable 	systematic mutation set	large-scale survey	null Allele: taf4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TAF5	YBR198C	inviable 	systematic mutation set	large-scale survey	null Allele: taf5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TAF6	YGL112C	inviable 	systematic mutation set	large-scale survey	null Allele: taf6-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TAF7	YMR227C	inviable 	systematic mutation set	large-scale survey	null Allele: taf7-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TAF8	YML114C	inviable 	systematic mutation set	large-scale survey	null Allele: taf8-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TAF9	YMR236W	inviable 	systematic mutation set	large-scale survey	null Allele: taf9-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TAH11	YJR046W	inviable 	systematic mutation set	large-scale survey	null Allele: tah11-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TAH18	YPR048W	inviable 	systematic mutation set	large-scale survey	null Allele: tah18-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TAM41	YGR046W	inviable 	systematic mutation set	large-scale survey	null Allele: tam41-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TAO3	YIL129C	inviable 	systematic mutation set	large-scale survey	null Allele: tao3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TAP42	YMR028W	inviable 	systematic mutation set	large-scale survey	null Allele: tap42-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TBF1	YPL128C	inviable 	systematic mutation set	large-scale survey	null Allele: tbf1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TCP1	YDR212W	inviable 	systematic mutation set	large-scale survey	null Allele: tcp1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TDA3	YHR009C	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: tda3-Δ	Sigma1278b			Dowell RD, et al. (2010) PMID:20413493
TEL2	YGR099W	inviable 	systematic mutation set	large-scale survey	null Allele: tel2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TEM1	YML064C	inviable 	systematic mutation set	large-scale survey	null Allele: tem1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TEN1	YLR010C	inviable 	systematic mutation set	large-scale survey	null Allele: ten1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TFA1	YKL028W	inviable 	systematic mutation set	large-scale survey	null Allele: tfa1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TFA2	YKR062W	inviable 	systematic mutation set	large-scale survey	null Allele: tfa2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TFB1	YDR311W	inviable 	systematic mutation set	large-scale survey	null Allele: tfb1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TFB2	YPL122C	inviable 	systematic mutation set	large-scale survey	null Allele: tfb2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TFB3	YDR460W	inviable 	systematic mutation set	large-scale survey	null Allele: tfb3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TFB4	YPR056W	inviable 	systematic mutation set	large-scale survey	null Allele: tfb4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TFC1	YBR123C	inviable 	systematic mutation set	large-scale survey	null Allele: tfc1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TFC3	YAL001C	inviable 	systematic mutation set	large-scale survey	null Allele: tfc3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
TFC4	YGR047C	inviable 	systematic mutation set	large-scale survey	null Allele: tfc4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
