Name	SGD_Start	SGD_End	5'-UTR_Start	3'-UTR_End	5'-UTR_length	3'-UTR_length	Transcription_level(log2)
YCL058W-A	23584	23925		23991		66	
YCL058C	23981	23523					
YCL057C-A	24325	24032	24343	23924	18	108	
YCL057W	24768	26906	24751	27033	17	127	
YCL056C	27359	26925	27391	26912	32	13	
YCL055W	27929	28936	27799	29114	130	178	4.523561956
YCL054W	31449	33974	31431	34094	18	120	4.807354922
YCL052C	35393	34143	35426	33990	33	153	6.417852515
YCL051W	35865	37616	35841	37658	24	42	4.321928095
YCL050C	38801	37836	38864	37750	63	86	7.375039431
YCL049C	40724	39786	40863	39674	139	112	4.044394119
YCL048W-A	41488	41727					0
YCL048W	42165	43556					3.321928095
YCL047C	44437	43661	44447	43580	10	81	5.965784285
YCL046W	46640	46963		48086		1123	
YCL045C	46905	44623	46947	44589	42	34	6.285402219
YCL044C	48364	47111	48391	46964	27	147	1.584962501
YCL043C	50221	48653	50260	48579	39	74	6.839203788
YCL042W	50584	50943		51806		863	
YCL041C	50627	50133		49580		553	
YCL040W	50838	52340	50807	52520	31	180	7.82336724
YCL039W	52645	54882					
YCL038C	56527	54941					
YCL037C	58678	57374	58736	57215	58	159	2.906890596
YCL036W	59026	60726		60815		89	2.169925001
YCL035C	61173	60841	61217	60749	44	92	8.667111542
YCL034W	61658	62722	61627	62895	31	173	
YCL033C	63282	62776	63307	62723	25	53	
YCL032W	63441	64481	63402	64678	39	197	3.523561956
YCL031C	65568	64675	65601	64587	33	88	5.988684687
YCL030C	68333	65934		65831		103	6.108524457
YCL029C	69921	68599	69973	68452	52	147	4.044394119
YCL028W	70150	71367	70127	71418	23	51	5.672425342
YCL027W	71803	73341	71794	73421	9	80	
YCL026C-B	73986	73405	74060	73367	74	38	
YCL026C-A	75285	74704					1
YCL025C	77919	76018	78102	75939	183	79	4.209453366
YCL024W	79162	82275	78782	82365	380	90	3.087462841
YCL023C	79296	78949					0
YCL022C	82085	81570					
YCL021W-A	83620	83997	83419	84091	201	94	3.169925001
YCL018W	91324	92418					0
YCL017C	94270	92777	94366	92654	96	123	6.055282436
YCL016C	95763	94621	95796	94485	33	136	1.584962501
YCL014W	96281	101191	96326	101327	Potential_AUG_annotation_error	136	2.321928095
YCL012C	101788	101317	101853	101202	65	115	4.584962501
YCL011C	103358	102075	103404	102020	46	55	6.348728154
YCL010C	104350	103571	104361	103489	11	82	2.169925001
YCL009C	105548	104619	105559	104557	11	62	6.14974712
YCL008C	106853	105696	106860	105587	7	109	4.209453366
YCL005W-A	107023	107417		107521		104	
YCL007C	107366	106974		106974		0	
YCL005W	108021	108791	107978	108906	43	115	5.044394119
YCL004W	109105	110670	109025	110709	80	39	4.554588852
YCL002C	111674	110843	111700	110727	26	116	5.022367813
YCL001W	111914	112480	111856	112528	58	48	7.044394119
YCL001W-A	113078	113539					2
YCL001W-B	113768	114022					1
YCR001W	115683	115997		116224		227	1.807354922
YCR002C	118346	117378	118379	117338	33	40	6.636624621
YCR003W	118618	119169	118594	119273	24	104	4.426264755
YCR004C	120316	119573	120487	119408	171	165	6.857980995
YCR005C	122326	120944	122372	120818	46	126	8.044394119
YCR006C	123001	122528					2.807354922
YCR007C	126728	126009	126958	125804	230	205	1.584962501
YCR008W	128468	130279	128329	130529	139	250	3.169925001
YCR009C	131540	130743	131589	130668	49	75	6.592457037
YCR010C	133122	132271					0
YCR011C	136871	133722	137007	133668	136	54	3.700439718
YCR012W	137744	138994	137702	139161	42	167	
YCR013C	139047	138400	139153	137744	106	656	
YCR014C	140931	139183		139053		130	3.392317423
YCR015C	142168	141215	142524	141162	356	53	4.087462841
YCR016W	143632	144504	143615	144585	17	81	4.64385619
YCR017C	147632	144771	147663	144587	31	184	5.614709844
YCR018C	148901	148236		148096		140	5.930737338
YCR018C-A	151860	151606					
YCR019W	152835	153926					
YCR020C	154657	154010		153972		38	
YCR020C-A	155094	154828	155102	154682	8	146	5.022367813
YCR020W-B	155318	155554	155256	156333	62	779	4.087462841
YCR021C	157103	156105	157180	155967	77	138	7.939579214
YCR022C	157761	157417					0
YCR023C	160369	158534	160445	158289	76	245	2.584962501
YCR024C	162218	160740	162239	160677	21	63	3
YCR024C-B	162861	162595		162423		172	8.326429487
YCR024C-A	163063	162941					
YCR025C	163852	163442					0
YCR026C	166335	164107	166398	163892	63	215	3.169925001
YCR027C	167995	167366	168194	167197	199	169	2.906890596
YCR028C	172420	170882	172509	170742	89	140	4.285402219
YCR028C-A	173436	172946	173495	172781	59	165	7.049848549
YCR030C	176434	173822	176484	173657	50	165	3.087462841
YCR031C	178216	177496	178238	177418	22	78	
YCR032W	179516	186019	179386	186152	130	133	2.321928095
YCR033W	186485	190165	186191	190278	294	113	4.044394119
YCR034W	190588	191631	190561	191800	27	169	6.754887502
YCR035C	193014	191830	193032	191676	18	154	5.930737338
YCR036W	193293	194294	193257	194378	36	84	6.169925001
YCR037C	197181	194410					4.930737338
YCR038W-A	199289	199414					
YCR038C	199545	197617		197611		6	3.459431619
YCR039C	200174	199542					
YCR040W	200438	200965					
YCR041W	200907	201239					
YCR042C	205393	201170					
YCR043C	206640	206257	206683	206109	43	148	5.614709844
YCR044C	207946	206873	207985	206792	39	81	5.303780748
YCR045W-A	208747	209097					
YCR045C	209606	208131					0
YCR046C	210419	209910	210436	209822	17	88	4
YCR047W-A	211297	211503					
YCR047C	211541	210714	211630	210568	89	146	4
YCR048W	211925	213757		213940		183	
YCR049C	212313	211867					
YCR050C	213768	213460					
YCR051W	214067	214735	214061	214869	6	134	5.169925001
YCR052W	214990	216441	214970	216652	20	211	4.807354922
YCR053W	216693	218237		218325		88	8.192292814
YCR054C	220063	218372	220146	217944	83	428	4.129283017
YCR057C	223224	220453	223351	220353	127	100	4.426264755
YCR059C	224226	223450	224241	223289	15	161	4.857980995
YCR060W	224395	224730	224380	224854	15	124	4.930737338
YCR061W	225559	227454	225501	227814	58	360	3.459431619
YCR063W	228314	228787					1.584962501
YCR064C	228501	228091					0
YCR065W	229306	231000	229218	231036	88	36	1
YCR066W	231496	232959	231461	233123	35	164	3.169925001
YCR067C	236318	233121	236437	233039	119	82	5
YCR068W	237210	238772					1.807354922
YCR069W	239051	240007	238841	240127	210	120	
YCR071C	240539	240099	240576	240049	37	50	
YCR072C	242348	240801	242401	240741	53	60	4.459431619
YCR073C	246580	242585	246583	242542	3	43	3.169925001
YCR073W-A	246960	247907	246945	248021	15	114	5.22881869
YCR075C	248812	248030		247914		116	2
YCR075W-A	248972	249199	248955	249297	17	98	
YCR076C	250042	249290	250072	249217	30	73	
YCR077C	252625	250235	252668	250098	43	137	4.672425342
YCR079W	252842	254170	252753	254293	89	123	3.523561956
YCR081W	254368	258651					
YCR081C-A	258648	258412					
YCR082W	258880	259266	258845	259360	35	94	6.77478706
YCR083W	259575	259958	259551	260076	24	118	4.491853096
YCR084C	262449	260308	262651	259984	202	324	5.614709844
YCR085W	262913	263266					1.584962501
YCR086W	263389	263961					
YCR087W	263973	264488		264488		0	
YCR087C-A	264464	264003		263817		186	
YCR088W	265065	266843	265021	266920	44	77	5.807354922
YCR089W	267431	272260	267134	272854	297	594	
YCR090C	272860	272312	272884	272261	24	51	
YCR091W	274401	276563	274336	276691	65	128	3.807354922
YCR092C	279817	276761	279797	276626	Potential_AUG_annotation_error	135	3.807354922
YCR093W	280114	286440	280061	286541	53	101	2.807354922
YCR094W	286759	287934	286697	288007	62	73	3.169925001
YCR095C	289255	288167	289318	288088	63	79	4.807354922
YCR095W-A	289636	289794					2.321928095
YCR096C	293535	293176					
YCR097W	293832	294318	293801	294337	31	19	7.405141463
YCR097W-A	294436	294702					0
YCR098C	298602	297046					0
YCR099C	301296	300829					1
YCR100C	302218	301268	302211		Potential_AUG_annotation_error		
YCR101C	303027	302479					0
YCR102C	305464	304358		304271		87	
YCR102W-A	306732	306929					
YCR104W	307798	308172					
YCR105W	309067	310152					3
YCR106W	310955	313453		313509		56	1.584962501
YCR107W	313887	314978					
YCR108C	316185	315994					
YDL248W	1802	2953					
YDL247W-A	3762	3836					
YDL247W	5985	7814					
YDL246C	9756	8683					
YDL245C	13360	11657					
YDL244W	16204	17226					
YDL243C	18566	17577					
YDL242W	18959	19312					0
YDL241W	20635	21006	20557	21117	78	111	5.442943496
YDL240C-A	22608	22471					0
YDL240W	22823	25876	22649	25878	174	2	2.906890596
YDL239C	28775	26403	28795	26370	20	33	3.087462841
YDL238C	30454	28985	30467	28845	13	140	3.392317423
YDL237W	30657	31829	30640	31910	17	81	5.942514505
YDL236W	32296	33234	32270	33417	26	183	7.417852515
YDL235C	33918	33415	34018	33289	100	126	6.330916878
YDL234C	36478	34238	36616	34176	138	62	5.50779464
YDL233W	36798	38174	36756	38336	42	162	2.807354922
YDL232W	38488	38598	38470	38888	18	290	7.459431619
YDL231C	42245	38868	42211	38802	Potential_AUG_annotation_error	66	4.392317423
YDL230W	42701	43708	42647	43768	54	60	4.781359714
YDL229W	44066	45907	44034	46015	32	108	
YDL228C	45919	45278					
YDL227C	48032	46272					0
YDL226C	52174	51116	52190	51035	16	81	4.247927513
YDL225W	52446	54101	52405	54194	41	93	5.977279923
YDL224C	56347	54398	56712	54259	365	139	2.321928095
YDL223C	60406	57266					1.584962501
YDL222C	61802	60873					0.584962501
YDL221W	62012	62563					
YDL220C	65019	62245					
YDL219W	65243	65766	65199	65827	44	61	5.62935662
YDL218W	66494	67447	66506		Potential_AUG_annotation_error		2
YDL217C	68607	67984	68763	67839	156	145	3
YDL216C	70320	68998	70300	68898	Potential_AUG_annotation_error	100	2.321928095
YDL215C	73919	70641	74132	70498	213	143	3.857980995
YDL214C	76546	74447					0
YDL213C	77967	77290	77984	77240	17	50	5.087462841
YDL212W	78427	79059	78381	79204	46	145	6.169925001
YDL211C	80413	79295					0.584962501
YDL210W	84271	85986					1
YDL209C	87227	86208					2.169925001
YDL208W	87513	87983	87487	88111	26	128	7.011227255
YDL207W	88249	89865	88193	89942	56	77	2.807354922
YDL206W	90177	92465	90135	92713	42	248	4.584962501
YDL205C	93746	92763	93947	92674	201	89	2.584962501
YDL204W	94606	95787	94339	95966	267	179	3.321928095
YDL203C	97954	96083	98041	95850	87	233	3.321928095
YDL202W	98476	99225	98435	99321	41	96	4.459431619
YDL201W	99562	100422	99505	100507	57	85	
YDL200C	101068	100502	101091	100457	23	45	
YDL199C	103354	101291					1.584962501
YDL198C	104552	103650	104692	103553	140	97	7.640244936
YDL197C	106495	104918	106538	104753	43	165	3.169925001
YDL196W	106742	107071					1
YDL195W	107209	111030	107106	111174	103	144	4.727920455
YDL194W	111581	114235	111594	114322	Potential_AUG_annotation_error	87	3.459431619
YDL193W	114673	115800	114611	115944	62	144	5.321928095
YDL192W	116322	116867	116285	116925	37	58	9.312882955
YDL191W	117665	118518	117616	118619	49	101	9.043027284
YDL190C	121593	118708	121779	118583	186	125	5.14974712
YDL189W	122217	123590	122078	123821	139	231	4.832890014
YDL188C	124999	123866	125160	123781	161	85	4.392317423
YDL186W	125617	126450		126450		0	3
YDL187C	125839	125510					0
YDL185W	126788	130003		130133		130	8.011227255
YDL185C-A	126836	126609					0
YDL184C	130485	130408	130508	130219	23	189	
YDL183C	131834	130872	131901	130771	67	101	2.807354922
YDL182W	133438	134724	133417	134817	21	93	5.375039431
YDL181W	135180	135437	135093	135525	87	88	5.087462841
YDL180W	135897	137540	135512	137574	385	34	5.022367813
YDL179W	138292	139206		139357		151	2.584962501
YDL178W	139523	141115	139515	141189	8	74	
YDL177C	141722	141210	141772	141134	50	76	
YDL176W	142098	144224	142054	144456	44	232	2.321928095
YDL175C	145519	144485	145537	144262	18	223	4.169925001
YDL174C	147590	145827	147651	145760	61	67	5.375039431
YDL173W	148192	149079	148163	149222	29	143	
YDL172C	149087	148608					
YDL171C	155641	149204	155751	149167	110	37	5.832890014
YDL170W	156319	157905	156289	158051	30	146	3.392317423
YDL169C	158736	158065	158744	157933	8	132	3.247927513
YDL168W	159605	160765	159543	160819	62	54	6.754887502
YDL167C	163155	160996	163199	160845	44	151	4.209453366
YDL166C	164043	163450	164077	163393	34	57	4.754887502
YDL165W	164291	164866	164241	164902	50	36	6.768184325
YDL163W	166957	167259					
YDL164C	167255	164988	167307	164856	52	132	3.700439718
YDL161W	167715	169079		169184		105	6.076815597
YDL162C	167716	167360					0
YDL160C-A	169609	169367	169623	169191	14	176	5.857980995
YDL160C	171931	170411	172208	170357	277	54	5.06608919
YDL159W-A	172183	172314					0
YDL159W	172482	174029	172446	174153	36	124	
YDL159C-B	173233	173057					
YDL158C	174175	173867					
YDL157C	174589	174233	174599	174072	10	161	
YDL156W	174919	176487					2.321928095
YDL155W	176774	178057	176643	178187	131	130	3.523561956
YDL154W	178335	181040	178354	181118	Potential_AUG_annotation_error	78	2.321928095
YDL152W	182823	183188					1
YDL153C	183019	181187		181066		121	5.426264755
YDL150W	183344	184612		184709		97	3.523561956
YDL151C	183900	183319		183306		13	
YDL149W	184926	187919					4.087462841
YDL148C	190587	188155	190631	187924	44	231	3.64385619
YDL147W	190925	192262	190885	192409	40	147	7.113742166
YDL146W	192751	194226	192611	194347	140	121	4
YDL145C	198177	194572	198416	194434	239	138	5.754887502
YDL144C	199733	198663	199756	198573	23	90	2
YDL143W	199997	201583	199956	201683	41	100	8.162391329
YDL142C	202571	201720	202632	201216	61	504	4.044394119
YDL141W	203040	205112	202855	205376	185	264	4.129283017
YDL140C	210562	205361	210610	205261	48	100	5.754887502
YDL139C	212047	211376					2.584962501
YDL138W	213352	215643	213417	215784	Potential_AUG_annotation_error	141	3.754887502
YDL137W	216529	217074	216157	217228	372	154	8.388017285
YDL136W	217600	218367	217572	218504	28	137	8.807354922
YDL135C	219288	218680	219454	218614	166	66	5.832890014
YDL134C	220771	219662	221256	219632	485	30	5.857980995
YDL133C-A	221801	221724	221824	221545	23	179	
YDL133W	222427	223740	222304	223740	123	0	4.807354922
YDL132W	224304	226751	224002	226818	302	67	5.22881869
YDL131W	227393	228715	227341	228819	52	104	5.459431619
YDL130W-A	229171	229431	229118	229595	53	164	6.672425342
YDL130W	229906	230527	229889	230622	17	95	9.177419538
YDL129W	231024	231899	230876	232151	148	252	2.584962501
YDL128W	232652	233887	232562	234061	90	174	5.906890596
YDL127W	234927	235853					2
YDL126C	238664	236157	238704	236098	40	59	8.044394119
YDL125C	239606	239019	239817	238906	211	113	7.46760555
YDL124W	240259	241197	240203	241270	56	73	8.696967526
YDL123W	241418	241840	241367	241851	51	11	4.781359714
YDL122W	242552	244981	242519	245064	33	83	5.857980995
YDL121C	245582	245133	245609	244969	27	164	6.73470962
YDL120W	245923	246447	245841	246616	82	169	5.942514505
YDL118W	247302	247682		247880		198	
YDL119C	247612	246689		246561		128	4.169925001
YDL117W	248581	251238	248319	251366	262	128	3.523561956
YDL116W	251566	253746	251515	253803	51	57	4.169925001
YDL114W-A	254935	255048					
YDL115C	255126	253995	255578	253913	452	82	4.392317423
YDL114W	255604	256530	255789	256614	Potential_AUG_annotation_error	84	1.584962501
YDL113C	258555	256633	258606	256537	51	96	4.426264755
YDL112W	258915	263225	258872	263335	43	110	
YDL111C	264110	263313					
YDL110C	264964	264512	265023	264354	59	158	6.087462841
YDL109C	267201	265258					2
YDL108W	267698	268699	267649	268775	49	76	4.426264755
YDL107W	268921	269976	268871	270176	50	200	3.321928095
YDL106C	271901	270222	271966	269991	65	231	3.906890596
YDL105W	272389	273597					
YDL104C	274876	273653	274938	273623	62	30	
YDL103C	276581	275148	276638	275056	57	92	5.768184325
YDL102W	276872	280165	276790	280291	82	126	2.321928095
YDL101C	281848	280307	281870	280202	22	105	4.087462841
YDL100C	283176	282112	283201	282055	25	57	8.301496195
YDL099W	283419	284444	283375	284523	44	79	4.700439718
YDL098C	285165	284581	285166	284468	1	113	3.169925001
YDL097C	286695	285391	286737	285351	42	40	6.658211483
YDL095W	287059	289512	286978	289609	81	97	
YDL096C	287324	286998					
YDL093W	289909	292140		292408		268	4.392317423
YDL094C	290081	289572		288379		1193	
YDL092W	292781	293221	292772	293359	9	138	6.727920455
YDL091C	294759	293392		293323		69	2.459431619
YDL090C	296329	295034	296335	295009	6	25	4.044394119
YDL089W	296820	298274	296704	298337	116	63	4.727920455
YDL088C	300003	298417	300159	298283	156	134	4.906890596
YDL087C	300999	300214					2
YDL086W	301413	302234	301385	302292	28	58	6.044394119
YDL086C-A	302089	301655					
YDL085C-A	302670	302464	302731	302242	61	222	5.22881869
YDL085W	303211	304848					2
YDL084W	305237	306577	305081	306688	156	111	8.100662339
YDL083C	307789	306926	307809	306828	20	98	
YDL082W	308424	309388	308398	309531	26	143	8.243173983
YDL081C	310122	309802	310169	309718	47	84	10.48280796
YDL080C	312471	310642	312494	310486	23	156	3.321928095
YDL079C	314748	312951					1.584962501
YDL078C	316388	315357	316442	315298	54	59	5.942514505
YDL077C	320120	316971	320291	316921	171	50	4
YDL076C	321552	320668	321672	320495	120	173	4.087462841
YDL075W	322226	322988	322205	323058	21	70	10.74483384
YDL074C	326149	324047	326222	323961	73	86	6
YDL073W	326613	329567	326498	329623	115	56	5.700439718
YDL072C	330447	329836	330491	329760	44	76	6.977279923
YDL070W	331025	332941		333096		155	6.06608919
YDL071C	331041	330667					1
YDL068W	333500	333829		333891		62	
YDL069C	333810	333121		333014		107	5.339850003
YDL067C	334396	334217	334444	333996	48	221	6.977279923
YDL066W	334835	336121	334815	336264	20	143	5.845490051
YDL065C	337277	336249	337308	336191	31	58	5.475733431
YDL064W	337487	338070	337456	338159	31	89	5.189824559
YDL062W	339857	340282					0
YDL063C	340134	338272	340237	338094	103	178	4.64385619
YDL061C	340798	340628	341243	340484	445	144	10.1842555
YDL060W	341619	343985	341577	344083	42	98	4.523561956
YDL059C	344953	344237	345036	344025	83	212	4.357552005
YDL058W	345665	351037	345632	351173	33	136	4.459431619
YDL057W	351434	352420	351400	352446	34	26	5.426264755
YDL056W	352877	355378	352707	355548	170	170	3.584962501
YDL055C	356759	355674	356909	355452	150	222	10.69479316
YDL054C	361285	359825	361340	359723	55	102	4.209453366
YDL053C	362256	361699	362426	361529	170	170	6.74819285
YDL052C	363583	362672	363618	362608	35	64	5.129283017
YDL051W	363952	364779	363922	364882	30	103	
YDL050C	364817	364446					
YDL049C	365874	365068	366060	364839	186	229	2.321928095
YDL048C	368211	366739	368248	366686	37	53	5.108524457
YDL047W	369769	370704	369575	370889	194	185	4.614709844
YDL046W	371237	371758	371171	372029	66	271	6.011227255
YDL045W-A	372245	372532	372212	372651	33	119	5.285402219
YDL045C	373605	372685	373743	372654	138	31	5.614709844
YDL044C	375286	373964	375304	373890	18	74	1
YDL043C	376477	375677	376512	375584	35	93	2.807354922
YDL041W	378099	378452		378485		33	
YDL042C	378442	376754		376640		114	3.169925001
YDL040C	381435	378871	381463	378784	28	87	6.044394119
YDL039C	382330	381983		381879		104	5.303780748
