#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
YAL063C_CDS	GENE_YAL063C_CDS	YAL063C_mRNA	protein_coding	0	35	28	145	0	2	0	0	69	0	0	0	26	0	0	0	0	0	0	0	0	35	76
YAL064C-A_CDS	GENE_YAL064C-A_CDS	YAL064C-A_mRNA	protein_coding	1	2	3	132	0	0	0	0	30	1	0	0	3	0	0	0	0	0	0	0	0	2	102
YAL064W-B_CDS	GENE_YAL064W-B_CDS	YAL064W-B_id001	protein_coding	0	1	1	104	0	0	0	0	90	0	0	0	1	0	0	0	0	0	0	0	0	1	14
YAL064W_CDS	GENE_YAL064W_CDS	YAL064W_mRNA	protein_coding	2	0	4	142	0	0	0	0	50	1	0	0	4	0	0	0	0	0	1	0	0	0	92
YAL065C_CDS	GENE_YAL065C_CDS	YAL065C_mRNA	protein_coding	0	0	0	109	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	83
YAL066W_CDS	GENE_YAL066W_CDS	YAL066W_id001	protein_coding	0	0	0	100	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	38
YAL067C_CDS	GENE_YAL067C_CDS	YAL067C_id001	protein_coding	0	2	1	120	0	0	0	0	76	0	0	0	1	0	0	0	0	0	0	0	0	2	44
YAL067W-A_CDS	GENE_YAL067W-A_CDS	YAL067W-A_mRNA	protein_coding	1	4	2	94	0	0	0	0	62	0	0	0	2	0	0	0	0	1	0	0	0	4	32
YAL068C_CDS	GENE_YAL068C_CDS	YAL068C_mRNA	protein_coding	0	2	0	98	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	2	76
YAL068W-A_CDS	GENE_YAL068W-A_CDS	YAL068W-A_mRNA	protein_coding	0	1	2	76	0	0	0	0	74	0	0	0	2	0	0	0	0	0	0	0	0	1	2
YAL069W_CDS	GENE_YAL069W_CDS	YAL069W_mRNA	protein_coding	0	1	1	74	0	0	0	0	73	0	0	0	1	0	0	0	0	0	0	0	0	1	1
YAR002C-A_CDS	GENE_YAR002C-A_CDS	YAR002C-A_id001	protein_coding	0	1	0	54	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	31
YAR002C-A_CDS	GENE_YAR002C-A_CDS	YAR002C-A_id004	protein_coding	0	1	0	54	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	31
YAR002W_CDS	GENE_YAR002W_CDS	YAR002W_id001	protein_coding	0	0	5	58	0	0	0	0	32	0	0	0	5	0	0	0	0	0	0	0	0	0	26
YAR002W_CDS	GENE_YAR002W_CDS	YAR002W_id002	protein_coding	0	0	5	58	0	0	0	0	32	0	0	0	5	0	0	0	0	0	0	0	0	0	26
YAR003W_CDS	GENE_YAR003W_CDS	YAR003W_id001	protein_coding	0	1	2	53	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	1	20
YAR003W_CDS	GENE_YAR003W_CDS	YAR003W_id002	protein_coding	0	1	2	53	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	1	20
YAR007C_CDS	GENE_YAR007C_CDS	YAR007C_id001	protein_coding	0	9	1	39	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	9	12
YAR007C_CDS	GENE_YAR007C_CDS	YAR007C_id002	protein_coding	0	9	1	39	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	9	12
YAR008W_CDS	GENE_YAR008W_CDS	YAR008W_id001	protein_coding	0	1	1	40	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	1	32
YAR008W_CDS	GENE_YAR008W_CDS	YAR008W_id002	protein_coding	0	1	1	40	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	1	32
YAR009C_CDS	GENE_YAR009C_CDS	YAR009C_transposable_element	protein_coding	0	0	4	49	0	0	0	0	33	0	0	0	4	0	0	0	0	0	0	0	0	0	16
YAR010C_CDS	GENE_YAR010C_CDS	YAR010C_transposable_element	protein_coding	0	0	0	33	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	23
YAR014C_CDS	GENE_YAR014C_CDS	YAR014C_id001	protein_coding	0	4	2	39	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	4	26
YAR014C_CDS	GENE_YAR014C_CDS	YAR014C_id002	protein_coding	0	4	2	39	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	4	26
YAR015W_CDS	GENE_YAR015W_CDS	YAR015W_id001	protein_coding	0	4	0	40	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	4	17
YAR015W_CDS	GENE_YAR015W_CDS	YAR015W_id003	protein_coding	0	4	0	40	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	4	17
YAR018C_CDS	GENE_YAR018C_CDS	YAR018C_id001	protein_coding	0	4	0	62	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	4	41
YAR018C_CDS	GENE_YAR018C_CDS	YAR018C_id002	protein_coding	0	4	0	62	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	4	41
YAR019C_CDS	GENE_YAR019C_CDS	YAR019C_id001	protein_coding	0	9	4	67	0	0	0	0	17	0	0	0	4	0	0	0	0	0	0	0	0	9	50
YAR019W-A_CDS	GENE_YAR019W-A_CDS	YAR019W-A_mRNA	protein_coding	0	0	2	76	0	0	0	0	53	0	0	0	2	0	0	0	0	0	0	0	0	0	23
YAR020C_CDS	GENE_YAR020C_CDS	YAR020C_mRNA	protein_coding	1	1	0	91	0	0	0	0	41	0	0	0	0	0	0	0	1	0	0	1	0	1	50
YAR023C_CDS	GENE_YAR023C_CDS	YAR023C_id001	protein_coding	0	0	0	112	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	69
YAR023C_CDS	GENE_YAR023C_CDS	YAR023C_id002	protein_coding	0	0	0	112	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	69
YAR027W_CDS	GENE_YAR027W_CDS	YAR027W_id001	protein_coding	0	1	5	134	0	0	0	0	64	0	0	0	5	0	0	0	0	0	0	0	0	1	70
YAR027W_CDS	GENE_YAR027W_CDS	YAR027W_id003	protein_coding	0	1	5	134	0	0	0	0	64	0	0	0	5	0	0	0	0	0	0	0	0	1	70
YAR028W_CDS	GENE_YAR028W_CDS	YAR028W_id001	protein_coding	0	0	0	149	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	69
YAR028W_CDS	GENE_YAR028W_CDS	YAR028W_id002	protein_coding	0	0	0	149	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	69
YAR029W_CDS	GENE_YAR029W_CDS	YAR029W_id001	protein_coding	0	1	2	123	0	0	0	0	62	0	0	0	2	0	0	0	0	0	0	0	0	1	61
YAR029W_CDS	GENE_YAR029W_CDS	YAR029W_id003	protein_coding	0	1	2	123	0	0	0	0	62	0	0	0	2	0	0	0	0	0	0	0	0	1	61
YAR030C_CDS	GENE_YAR030C_CDS	YAR030C_id001	protein_coding	0	1	1	129	0	0	0	0	63	0	0	0	1	0	0	0	0	0	0	0	0	1	66
YAR031W_CDS	GENE_YAR031W_CDS	YAR031W_mRNA	protein_coding	3	12	13	104	0	0	0	0	44	2	0	0	13	0	0	0	0	0	1	0	0	12	60
YAR033W_CDS	GENE_YAR033W_CDS	YAR033W_id001	protein_coding	0	2	2	111	0	0	0	0	38	0	0	0	2	0	0	0	0	0	0	0	0	2	73
YAR033W_CDS	GENE_YAR033W_CDS	YAR033W_id003	protein_coding	0	2	2	111	0	0	0	0	38	0	0	0	2	0	0	0	0	0	0	0	0	2	73
YAR035C-A_CDS	GENE_YAR035C-A_CDS	YAR035C-A_mRNA	protein_coding	0	0	0	101	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	52
YAR035W_CDS	GENE_YAR035W_CDS	YAR035W_id001	protein_coding	0	11	3	128	0	0	0	0	50	0	0	0	3	0	0	0	0	0	0	0	0	11	78
YAR042W_CDS	GENE_YAR042W_CDS	YAR042W_id001	protein_coding	0	12	6	124	0	0	0	0	80	0	0	0	6	0	0	0	0	0	0	0	0	12	44
YAR042W_CDS	GENE_YAR042W_CDS	YAR042W_id002	protein_coding	0	12	6	124	0	0	0	0	80	0	0	0	6	0	0	0	0	0	0	0	0	12	44
YAR047C_CDS	GENE_YAR047C_CDS	YAR047C_mRNA	protein_coding	0	0	0	155	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	83
YAR050W_CDS	GENE_YAR050W_CDS	YAR050W_mRNA	protein_coding	0	39	28	73	0	0	0	0	32	0	0	0	28	0	0	0	0	0	0	0	0	39	41
YAR053W_CDS	GENE_YAR053W_CDS	YAR053W_id001	protein_coding	0	0	1	104	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	0	68
YAR060C_CDS	GENE_YAR060C_CDS	YAR060C_mRNA	protein_coding	0	0	0	75	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	29
YAR061W	null	YAR061W	pseudogene	0	0	0	70	0	0	0	0	23	0	0	0	0	12	0	0	0	0	0	0	0	0	35
YAR061W	null	YCL074W	pseudogene	0	0	0	102	0	0	0	0	52	0	0	0	0	11	0	0	0	0	0	0	0	0	39
YAR061W	null	YCL075W	pseudogene	0	0	0	101	0	0	0	0	62	0	0	0	0	15	0	0	0	0	0	0	0	0	24
YAR061W	null	YIL171W	pseudogene	0	0	0	156	0	0	0	0	64	0	0	0	0	7	0	0	0	0	0	0	0	0	85
YAR061W	null	YIL174W	pseudogene	0	0	0	101	0	0	0	0	57	0	0	0	0	2	0	0	0	0	0	0	0	0	42
YAR061W	null	YIL175W	pseudogene	0	0	0	100	0	0	0	0	55	0	0	0	0	1	0	0	0	0	0	0	0	0	44
YAR061W	null	YLL017W	pseudogene	0	0	0	73	0	0	0	0	37	0	0	0	0	2	0	0	0	0	0	0	0	0	34
YAR061W	null	YPL276W	pseudogene	0	0	0	185	0	0	0	0	75	0	0	0	0	10	0	0	0	0	0	0	0	0	100
YAR064W_CDS	GENE_YAR064W_CDS	YAR064W_mRNA	protein_coding	0	0	0	58	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	39
YAR066W_CDS	GENE_YAR066W_CDS	YAR066W_mRNA	protein_coding	0	0	0	49	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	28
YAR068W_CDS	GENE_YAR068W_CDS	YAR068W_mRNA	protein_coding	0	0	1	46	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	29
YAR069C_CDS	GENE_YAR069C_CDS	YAR069C_mRNA	protein_coding	0	1	2	32	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	1	11
YAR070C_CDS	GENE_YAR070C_CDS	YAR070C_mRNA	protein_coding	0	0	1	33	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	0	10
YAR071W_CDS	GENE_YAR071W_CDS	YAR071W_mRNA	protein_coding	0	3	1	21	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	3	19
YAR073W_CDS	GENE_YAR073W_CDS	YAR073W_mRNA	protein_coding	0	1	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	17
YAR075W_CDS	GENE_YAR075W_CDS	YAR075W_mRNA	protein_coding	0	0	1	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17
YBL001C_CDS	GENE_YBL001C_CDS	YBL001C_id001	protein_coding	0	0	0	46	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	35
YBL001C_CDS	GENE_YBL001C_CDS	YBL001C_id002	protein_coding	0	0	0	46	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	35
YBL002W_CDS	GENE_YBL002W_CDS	YBL002W_id001	protein_coding	0	0	0	47	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	13
YBL002W_CDS	GENE_YBL002W_CDS	YBL002W_id009	protein_coding	0	0	0	47	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	13
YBL003C_CDS	GENE_YBL003C_CDS	YBL003C_id001	protein_coding	0	0	0	44	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	36
YBL003C_CDS	GENE_YBL003C_CDS	YBL003C_id004	protein_coding	0	0	0	44	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	36
YBL004W_CDS	GENE_YBL004W_CDS	YBL004W_mRNA	protein_coding	0	8	5	42	0	0	0	0	34	0	0	0	5	0	0	0	0	0	0	0	0	8	8
YBL005W-A_CDS	GENE_YBL005W-A_CDS	YBL005W-A_transposable_element	protein_coding	0	4	0	30	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	22
YBL005W-B_CDS	GENE_YBL005W-B_CDS	YBL005W-B_transposable_element	protein_coding	0	4	0	36	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	4	22
YBL005W_CDS	GENE_YBL005W_CDS	YBL005W_id001	protein_coding	0	11	1	25	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	11	16
YBL006C_CDS	GENE_YBL006C_CDS	YBL006C_id001	protein_coding	0	2	2	35	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	2	21
YBL006C_CDS	GENE_YBL006C_CDS	YBL006C_id002	protein_coding	0	2	2	35	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	2	21
YBL006W-A_CDS	GENE_YBL006W-A_CDS	YBL006W-A_id001	protein_coding	0	1	0	38	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	15
YBL007C_CDS	GENE_YBL007C_CDS	YBL007C_id001	protein_coding	0	6	4	45	0	0	0	0	21	0	0	0	4	0	0	0	0	0	0	0	0	6	24
YBL007C_CDS	GENE_YBL007C_CDS	YBL007C_id003	protein_coding	0	6	4	45	0	0	0	0	21	0	0	0	4	0	0	0	0	0	0	0	0	6	24
YBL008W-A_CDS	GENE_YBL008W-A_CDS	YBL008W-A_mRNA	protein_coding	0	0	0	43	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	20
YBL008W_CDS	GENE_YBL008W_CDS	YBL008W_id001	protein_coding	0	10	4	36	0	0	0	0	18	0	0	0	4	0	0	0	0	0	0	0	0	10	18
YBL008W_CDS	GENE_YBL008W_CDS	YBL008W_id002	protein_coding	0	10	4	36	0	0	0	0	18	0	0	0	4	0	0	0	0	0	0	0	0	10	18
YBL009W_CDS	GENE_YBL009W_CDS	YBL009W_id001	protein_coding	0	6	0	45	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	6	22
YBL009W_CDS	GENE_YBL009W_CDS	YBL009W_id002	protein_coding	0	6	0	45	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	6	22
YBL010C_CDS	GENE_YBL010C_CDS	YBL010C_id001	protein_coding	0	0	0	49	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	21
YBL010C_CDS	GENE_YBL010C_CDS	YBL010C_id003	protein_coding	0	0	0	49	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	21
YBL011W_CDS	GENE_YBL011W_CDS	YBL011W_id001	protein_coding	0	10	2	38	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	10	22
YBL011W_CDS	GENE_YBL011W_CDS	YBL011W_id002	protein_coding	0	10	2	38	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	10	22
YBL012C_CDS	GENE_YBL012C_CDS	YBL012C_mRNA	protein_coding	0	0	1	42	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	0	20
YBL013W_CDS	GENE_YBL013W_CDS	YBL013W_mRNA	protein_coding	0	6	2	44	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	6	24
YBL014C_CDS	GENE_YBL014C_CDS	YBL014C_id001	protein_coding	0	7	3	55	0	0	0	0	29	0	0	0	3	0	0	0	0	0	0	0	0	7	26
YBL014C_CDS	GENE_YBL014C_CDS	YBL014C_id003	protein_coding	0	7	3	55	0	0	0	0	29	0	0	0	3	0	0	0	0	0	0	0	0	7	26
YBL015W_CDS	GENE_YBL015W_CDS	YBL015W_id001	protein_coding	0	1	0	54	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	1	18
YBL015W_CDS	GENE_YBL015W_CDS	YBL015W_id002	protein_coding	0	1	0	54	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	1	18
YBL016W_CDS	GENE_YBL016W_CDS	YBL016W_id001	protein_coding	0	1	0	45	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	1	12
YBL017C_CDS	GENE_YBL017C_CDS	YBL017C_mRNA	protein_coding	0	5	9	51	0	0	0	0	35	0	0	0	9	0	0	0	0	0	0	0	0	5	16
YBL018C_CDS	GENE_YBL018C_CDS	YBL018C_id001	protein_coding	0	1	0	50	0	0	0	0	25	0	0	2	0	0	0	0	1	0	0	0	0	0	24
YBL018C_CDS	GENE_YBL018C_CDS	YBL018C_id005	protein_coding	0	1	0	50	0	0	0	0	25	0	0	2	0	0	0	0	1	0	0	0	0	0	24
YBL019W_CDS	GENE_YBL019W_CDS	YBL019W_id001	protein_coding	0	3	8	43	0	0	0	0	24	0	0	0	8	0	0	0	0	0	0	0	0	3	19
YBL019W_CDS	GENE_YBL019W_CDS	YBL019W_id002	protein_coding	0	3	8	43	0	0	0	0	24	0	0	0	8	0	0	0	0	0	0	0	0	3	19
YBL020W_CDS	GENE_YBL020W_CDS	YBL020W_id001	protein_coding	0	6	0	50	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	6	21
YBL020W_CDS	GENE_YBL020W_CDS	YBL020W_id005	protein_coding	0	6	0	50	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	6	21
YBL021C_CDS	GENE_YBL021C_CDS	YBL021C_id001	protein_coding	0	0	0	54	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	36
YBL021C_CDS	GENE_YBL021C_CDS	YBL021C_id003	protein_coding	0	0	0	54	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	36
YBL022C_CDS	GENE_YBL022C_CDS	YBL022C_id001	protein_coding	0	12	1	41	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	12	25
YBL022C_CDS	GENE_YBL022C_CDS	YBL022C_id006	protein_coding	0	12	1	41	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	12	25
YBL023C_CDS	GENE_YBL023C_CDS	YBL023C_id001	protein_coding	0	7	0	60	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	7	22
YBL023C_CDS	GENE_YBL023C_CDS	YBL023C_id002	protein_coding	0	7	0	60	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	7	22
YBL024W_CDS	GENE_YBL024W_CDS	YBL024W_id001	protein_coding	0	3	2	73	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	3	53
YBL024W_CDS	GENE_YBL024W_CDS	YBL024W_id002	protein_coding	0	3	2	73	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	3	53
YBL025W_CDS	GENE_YBL025W_CDS	YBL025W_id001	protein_coding	0	2	1	77	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	2	46
YBL025W_CDS	GENE_YBL025W_CDS	YBL025W_id002	protein_coding	0	2	1	77	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	2	46
YBL026W_CDS	GENE_YBL026W_CDS	YBL026W_id001	protein_coding	0	0	0	87	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	53
YBL026W_CDS	GENE_YBL026W_CDS	YBL026W_id002	protein_coding	0	0	0	87	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	53
YBL027W_CDS	GENE_YBL027W_CDS	YBL027W_id001	protein_coding	0	1	0	85	0	0	0	0	37	0	0	11	0	0	0	0	1	0	0	0	0	0	38
YBL027W_CDS	GENE_YBL027W_CDS	YBL027W_id005	protein_coding	0	1	0	85	0	0	0	0	37	0	0	11	0	0	0	0	1	0	0	0	0	0	38
YBL028C_CDS	GENE_YBL028C_CDS	YBL028C_id001	protein_coding	0	3	0	82	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	3	53
YBL028C_CDS	GENE_YBL028C_CDS	YBL028C_id002	protein_coding	0	3	0	82	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	3	53
YBL029C-A_CDS	GENE_YBL029C-A_CDS	YBL029C-A_id001	protein_coding	0	0	0	68	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	47
YBL029C-A_CDS	GENE_YBL029C-A_CDS	YBL029C-A_id002	protein_coding	0	0	0	68	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	47
YBL029W_CDS	GENE_YBL029W_CDS	YBL029W_mRNA	protein_coding	0	6	3	76	0	0	0	0	54	0	0	0	3	0	0	0	0	0	0	0	0	6	22
YBL030C_CDS	GENE_YBL030C_CDS	YBL030C_id001	protein_coding	0	3	0	70	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	3	46
YBL030C_CDS	GENE_YBL030C_CDS	YBL030C_id009	protein_coding	0	3	0	70	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	3	46
YBL031W_CDS	GENE_YBL031W_CDS	YBL031W_id001	protein_coding	0	1	3	51	0	0	0	0	31	0	0	0	3	0	0	0	0	0	0	0	0	1	20
YBL031W_CDS	GENE_YBL031W_CDS	YBL031W_id002	protein_coding	0	1	3	51	0	0	0	0	31	0	0	0	3	0	0	0	0	0	0	0	0	1	20
YBL032W_CDS	GENE_YBL032W_CDS	YBL032W_id001	protein_coding	0	2	1	46	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	2	22
YBL032W_CDS	GENE_YBL032W_CDS	YBL032W_id003	protein_coding	0	2	1	46	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	2	22
YBL033C_CDS	GENE_YBL033C_CDS	YBL033C_id001	protein_coding	0	6	0	53	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	6	20
YBL034C_CDS	GENE_YBL034C_CDS	YBL034C_mRNA	protein_coding	0	26	6	49	0	0	0	0	27	0	0	0	6	0	0	0	0	0	0	0	0	26	22
YBL035C_CDS	GENE_YBL035C_CDS	YBL035C_id001	protein_coding	0	9	3	52	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	0	9	34
YBL035C_CDS	GENE_YBL035C_CDS	YBL035C_id002	protein_coding	0	9	3	52	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	0	9	34
YBL036C_CDS	GENE_YBL036C_CDS	YBL036C_id001	protein_coding	0	0	1	66	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	47
YBL036C_CDS	GENE_YBL036C_CDS	YBL036C_id002	protein_coding	0	0	1	66	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	47
YBL037W_CDS	GENE_YBL037W_CDS	YBL037W_mRNA	protein_coding	0	4	2	65	0	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	0	4	21
YBL038W_CDS	GENE_YBL038W_CDS	YBL038W_id001	protein_coding	0	5	0	40	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	5	21
YBL039C-A_CDS	GENE_YBL039C-A_CDS	YBL039C-A_id001	protein_coding	0	0	0	36	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	13
YBL039C-A_CDS	GENE_YBL039C-A_CDS	YBL039C-A_id002	protein_coding	0	0	0	36	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	13
YBL039C_CDS	GENE_YBL039C_CDS	YBL039C_id001	protein_coding	0	3	0	42	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	3	18
YBL039W-B_CDS	GENE_YBL039W-B_CDS	YBL039W-B_id001	protein_coding	0	0	0	39	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	26
YBL039W-B_CDS	GENE_YBL039W-B_CDS	YBL039W-B_id002	protein_coding	0	0	0	39	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	26
YBL040C_CDS	GENE_YBL040C_CDS	YBL040C_id001	protein_coding	0	5	0	43	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	5	18
YBL040C_CDS	GENE_YBL040C_CDS	YBL040C_id002	protein_coding	0	5	0	43	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	5	18
YBL041W_CDS	GENE_YBL041W_CDS	YBL041W_id001	protein_coding	0	1	0	49	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	25
YBL041W_CDS	GENE_YBL041W_CDS	YBL041W_id015	protein_coding	0	1	0	49	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	25
YBL042C_CDS	GENE_YBL042C_CDS	YBL042C_id001	protein_coding	0	7	3	43	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	7	20
YBL042C_CDS	GENE_YBL042C_CDS	YBL042C_id005	protein_coding	0	7	3	43	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	7	20
YBL043W_CDS	GENE_YBL043W_CDS	YBL043W_id001	protein_coding	0	2	0	51	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	2	23
YBL043W_CDS	GENE_YBL043W_CDS	YBL043W_id003	protein_coding	0	2	0	51	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	2	23
YBL044W_CDS	GENE_YBL044W_CDS	YBL044W_mRNA	protein_coding	1	0	0	47	0	0	0	0	25	1	0	0	0	0	0	0	0	0	0	0	0	0	22
YBL045C_CDS	GENE_YBL045C_CDS	YBL045C_id001	protein_coding	0	1	0	48	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	24
YBL045C_CDS	GENE_YBL045C_CDS	YBL045C_id003	protein_coding	0	1	0	48	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	24
YBL046W_CDS	GENE_YBL046W_CDS	YBL046W_id001	protein_coding	0	7	3	43	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	7	17
YBL046W_CDS	GENE_YBL046W_CDS	YBL046W_id003	protein_coding	0	7	3	43	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	7	17
YBL047C_CDS	GENE_YBL047C_CDS	YBL047C_id001	protein_coding	0	10	6	49	0	0	0	0	26	0	0	0	6	0	0	0	0	0	0	0	0	10	23
YBL047C_CDS	GENE_YBL047C_CDS	YBL047C_id002	protein_coding	0	10	6	49	0	0	0	0	26	0	0	0	6	0	0	0	0	0	0	0	0	10	23
YBL048W_CDS	GENE_YBL048W_CDS	YBL048W_mRNA	protein_coding	0	0	1	44	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	27
