,Label,geneLen,GC_content,median_IUPRED,5UTR_PARS_RNAstructure,CDS_PARS_RNAstructure,3UTR_PARS_RNAstructure,%AA_A,%AA_C,%AA_D,%AA_E,%AA_F,%AA_G,%AA_H,%AA_I,%AA_K,%AA_L,%AA_M,%AA_N,%AA_P,%AA_Q,%AA_R,%AA_S,%AA_T,%AA_V,%AA_W,%AA_Y,%Helical,%Proteinturn,%Beta-sheet,Acidic AA%,Basic AA%,Polar AA%,Hydrophobic AA%,Charged AA%,number of physical interaction,number of positive genetic interaction,number of negative genetic interaction,"number of ppi, all","number of ppi, score >= 0.25","number of ppi, score > 0.5","number of ppi, score > 0.8","number of ppi, score >= 0.95",RNAseq Eupl,rna logFC,rna FC - other,MS mean,log2(MS),Imputed log2(MS),protein_synthesis_rate,real_protein_synthesis_rate,Ribo_profilling_init_rate,Ribo_profilling_ribo_num,Ribo_profilling_trans_rate,Ribo_profilling_trans_time,Ribo_profilling_delay_time,IDR ratio,Control Median,control Localization,Number of complexe,Sum d0 Pause Score,Sum Odds Ratio,Introns median length,intron length,Intron status,aliphaticIndex,aromaticityScore,cai,codonBias,fopScore,gravyScore,instabilityIndex,molecularWeight,pI,5'-UTR_length,3'-UTR_length,protein half-life (hr),mRNA half-life (min),ORF.length,median transcript length,Ubiquitilation number,Phosphorylation number,is in complex,is essential,alpha IDRratio,A3D mean score,A3D ratio,A3D mean +score,has disordered region,has transmembrane domain,flDPnn_disorder,PSIPRED_helix,PSIPRED_strand,PSIPRED_coil,MMseq2_low_conservation,MMseq2_high_conservation,MMseq2_median,SignalP,DFLpred_linker,ASAquick_buried,DisoRDPbind_RNA,DisoRDPbind_DNA,DisoRDPbind_PRO,MoRFchibi_morf,DRNApred_RNA,DRNApred_DNA,SCRIBER_PRO,PTM_content,haploinsufficient
YDR236C,0,657.0,38.6606,0.1476,-0.047222222222222,0.291671232876711,0.180813953488372,0.0457,0.0091,0.0731,0.0411,0.0594,0.0731,0.0183,0.0776,0.0411,0.1005,0.0183,0.0639,0.0639,0.0365,0.0411,0.0274,0.0776,0.0776,0.0046,0.0457,0.3653,0.2283,0.2055,0.1142,0.10049999999999999,0.2602,0.4294,0.2147,1.0,2.0,25.0,7.0,7.0,6.0,6.0,0.0,4.803714850580334,0.898964761453076,0.8652315437296244,45388666.666666664,25.4358288044172,25.4358288044172,,,0.089,4.454,0.067,66.099,5.972,0.0,21.04,below threshold,0.0,,,,,0.0,92.98,0.11,0.14,0.07,0.47,-0.06,31.09,24530.2,4.84,18,86.0,1.6,44.0,657.0,1216.0,,3.0,0.0,1.0,0.05045871559633028,-0.5062229357798165,0.16972477064220184,0.3257981651376147,0.0,0.0,0.023,0.252,0.216,0.532,0.16,0.08,2.42,1.0,0.028,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0
YDR237W,0,879.0,39.7042,0.2988,-0.075664335664336,0.174357224118314,-0.152083333333333,0.0512,0.0137,0.0478,0.041,0.0546,0.058,0.041,0.0614,0.0887,0.0956,0.0137,0.0512,0.0683,0.0512,0.0512,0.0887,0.041,0.0444,0.0137,0.0205,0.2901,0.2662,0.2014,0.0888,0.1809,0.2663,0.35509999999999997,0.2697,3.0,0.0,0.0,313.0,132.0,95.0,63.0,12.0,6.41048379489718,0.266208027127307,0.4437287722675362,466840000.0,28.798352942191855,28.798352942191855,,,0.116,6.939,0.093,74.657,6.616,0.0955631399317406,,,1.0,,,,,0.0,75.81,0.09,0.17,0.13,0.5,-0.52,41.39,33114.5,10.3,143,120.0,7.2,28.0,879.0,1148.0,,,1.0,0.0,0.0410958904109589,-0.9011366438356165,0.1506849315068493,0.1396304794520548,0.0,0.0,0.154,0.356,0.092,0.552,0.09,0.06,2.32,0.0,0.041,0.332,0.0,0.027,0.0,0.0,0.0,0.02,0.0,0.072,0
YDR238C,0,2922.0,38.809,0.14115,-0.063142857142857,0.506696475017112,0.170178571428571,0.078,0.0103,0.0647,0.0749,0.0339,0.0339,0.0205,0.078,0.076,0.115,0.0205,0.0544,0.0339,0.0349,0.038,0.0667,0.0575,0.0791,0.0051,0.0236,0.3347,0.1889,0.2885,0.1396,0.13449999999999998,0.2474,0.43320000000000003,0.2741,14.0,91.0,378.0,112.0,96.0,22.0,8.0,6.0,7.93494234772475,0.857354032931685,0.9610016502627738,3328466666.6666665,31.632210574703574,31.632210574703574,,,0.097,15.69,0.071,221.691,6.755,0.028747433264887,139.85,punctate,1.0,,,,,0.0,101.39,0.06,0.22,0.23,0.57,-0.11,39.76,108995.3,5.33,140,168.0,11.4,33.0,2922.0,3301.0,9.0,17.0,1.0,1.0,0.08941418293936279,-0.976472045220966,0.09558067831449127,0.06649455292908531,0.0,0.0,0.011,0.564,0.106,0.33,0.06,0.07,2.47,0.0,0.011,0.425,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.039,0
YDR240C,0,1479.0,36.8492,0.2258,,,,0.0365,0.0162,0.0385,0.0548,0.0467,0.0527,0.0264,0.0791,0.0751,0.0771,0.0223,0.0669,0.0446,0.0649,0.0548,0.0974,0.0467,0.0467,0.0061,0.0446,0.3002,0.2617,0.1907,0.0933,0.15630000000000002,0.3367,0.3591,0.24960000000000002,35.0,2.0,44.0,56.0,53.0,42.0,34.0,27.0,3.44069144258968,0.777875698693298,0.7869999802000213,116216333.33333333,26.79223761446391,26.79223761446391,,,0.011,1.485,0.011,141.423,1.386,0.22920892494929,21.97,nucleus,2.0,,,,,0.0,74.09,0.1,0.12,0.02,0.45,-0.56,54.22,56517.2,9.73,,10.0,,17.0,1479.0,1587.0,,4.0,1.0,1.0,0.25609756097560976,-0.9891434959349593,0.12601626016260162,0.10624268292682924,1.0,0.0,0.173,0.415,0.122,0.463,0.19,0.08,2.06,0.0,0.014,0.362,0.0,0.004,0.085,0.0,0.0,0.02,0.0,0.039,0
YDR242W,0,1650.0,38.8485,0.1914,,,,0.04,0.0218,0.0673,0.0545,0.04,0.0618,0.0145,0.0745,0.06,0.1036,0.0236,0.0527,0.0564,0.0273,0.0382,0.0964,0.06,0.0564,0.0164,0.0327,0.3236,0.2673,0.2218,0.12179999999999999,0.1127,0.29089999999999994,0.3872,0.2345,1.0,7.0,42.0,4.0,4.0,1.0,0.0,0.0,4.190563414280155,1.46540516961308,1.334093156401931,,,24.563591205728287,,,0.013,1.59,0.012,132.488,0.903,0.0,17.34,below threshold,0.0,,,,,0.0,87.5,0.09,0.13,0.05,0.45,-0.2,35.57,61397.7,5.07,271,142.0,,33.0,1650.0,1859.0,,,0.0,0.0,0.0,-0.6080489981785063,0.07832422586520947,0.04505191256830601,0.0,0.0,0.002,0.463,0.102,0.435,0.15,0.07,2.26,0.0,0.004,0.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0
YDR243C,0,1767.0,37.974,0.2752,,,,0.0543,0.0051,0.056,0.0747,0.0306,0.0458,0.0153,0.0883,0.0934,0.0781,0.0221,0.0594,0.0475,0.0441,0.0475,0.0764,0.0577,0.0645,0.0119,0.0255,0.2988,0.2292,0.2292,0.1307,0.1562,0.2682,0.3753,0.2869,10.0,11.0,145.0,77.0,47.0,35.0,19.0,11.0,3.784480884101055,1.22150444896139,1.1821024375664082,89076000.0,26.408533455083404,26.408533455083404,,,0.013,1.6,0.012,132.434,0.732,0.164685908319185,25.71,nucleus,1.0,,,,,0.0,84.7,0.07,0.16,0.1,0.5,-0.48,37.39,66648.1,9.16,20,0.0,5.9,13.0,1767.0,2630.0,,14.0,1.0,1.0,0.11394557823129252,-1.0076697278911566,0.09693877551020408,0.09131649659863941,1.0,0.0,0.173,0.417,0.16,0.423,0.19,0.05,2.11,0.0,0.002,0.378,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.068,0
YDR244W,0,1839.0,39.3148,0.3704,,,,0.0636,0.0098,0.0555,0.0881,0.0408,0.0571,0.0163,0.0457,0.0653,0.0897,0.0294,0.0979,0.0343,0.0636,0.0359,0.0816,0.0375,0.044,0.0131,0.0294,0.2626,0.2708,0.2708,0.1436,0.1175,0.31980000000000003,0.3557,0.2611,16.0,1.0,39.0,47.0,43.0,26.0,14.0,5.0,4.55318484240044,0.481695165845769,0.4977151733920393,133253333.33333333,26.98959639239089,26.98959639239089,,,0.088,10.327,0.067,153.941,3.33,0.4143556280587275,24.97,punctate,0.0,,,,,0.0,68.06,0.08,0.11,-0.03,0.42,-0.72,44.15,69298.8,4.68,26,106.0,2.5,41.0,1839.0,2015.5,1.0,29.0,0.0,0.0,0.4297385620915033,-0.9991753267973857,0.14052287581699346,0.08743758169934644,1.0,0.0,0.167,0.529,0.015,0.456,0.24,0.06,2.06,0.0,0.002,0.35,0.0,0.0,0.194,0.0,0.0,0.0,0.0,0.057,0
YDR245W,0,1182.0,38.9171,0.1162,-0.11719298245614,0.202793570219964,-0.003611111111111,0.0381,0.0127,0.0558,0.0787,0.0508,0.0482,0.0178,0.0609,0.0635,0.099,0.0254,0.0558,0.0406,0.0279,0.066,0.0939,0.0406,0.0254,0.0457,0.0508,0.3325,0.2386,0.2411,0.1345,0.14730000000000001,0.2817,0.3961,0.2818,11.0,21.0,129.0,36.0,32.0,18.0,9.0,4.0,7.257470160787555,0.913552371066981,1.052771650559067,159733333.33333334,27.251090175536337,27.251090175536337,322.982322186957,0.0312281911451093,0.363,15.97,0.166,96.113,5.822,0.032994923857868,14.07,below threshold,1.0,,,,,0.0,67.91,0.15,0.13,0.02,0.43,-0.61,46.18,46746.4,6.88,57,144.0,8.9,29.0,1182.0,1405.5,3.0,,1.0,0.0,0.183206106870229,-0.6346857506361323,0.19592875318066158,0.27322086513994925,1.0,1.0,0.071,0.402,0.142,0.456,0.08,0.13,2.52,0.0,0.081,0.323,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.031,0
YDR246W,0,660.0,42.4242,0.2783,,,,0.0409,0.0091,0.05,0.0409,0.05,0.05,0.0091,0.0682,0.0727,0.0864,0.0364,0.0909,0.0455,0.0591,0.0364,0.0818,0.0818,0.0409,0.0045,0.0409,0.2909,0.2682,0.2045,0.09090000000000001,0.1182,0.3636,0.36819999999999997,0.2091,6.0,22.0,182.0,25.0,25.0,12.0,12.0,11.0,4.37575131992258,0.437592163872261,0.6237430719260433,30174000.0,24.84680267127455,24.84680267127455,,,0.191,7.043,0.113,62.18,8.11,0.2,18.91,punctate,1.0,,,,,0.0,73.32,0.1,0.12,0.08,0.48,-0.48,40.63,24867.6,9.23,24,151.0,9.0,,660.0,833.5,,,1.0,1.0,0.1278538812785388,-0.8260675799086757,0.2054794520547945,0.11330958904109587,0.0,0.0,0.201,0.374,0.096,0.53,0.12,0.08,2.3,0.0,0.224,0.237,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.087,0
YDR246W-A,0,201.0,47.7612,0.2752,,,,0.0448,0.0299,0.0448,0.0149,0.0746,0.0149,0.0448,0.0299,0.0,0.1045,0.0299,0.0597,0.0896,0.0299,0.1194,0.1194,0.0597,0.0448,0.0,0.0299,0.2836,0.2836,0.194,0.0597,0.1642,0.3285,0.35839999999999994,0.22390000000000002,0.0,0.0,0.0,,,0.0,0.0,0.0,0.7339913881743385,1.49433062859719,0.9656358755725071,,,24.283981082381693,,,,,,,,0.0,,,0.0,,,,,0.0,65.8,0.11,0.07,-0.12,0.33,-0.39,89.98,7670.9,10.13,,,,,201.0,,,,0.0,0.0,0.13636363636363635,-0.04979393939393939,0.4696969696969697,0.7073893939393942,0.0,0.0,0.379,0.394,0.0,0.606,0.0,0.17,2.94,0.0,0.197,0.015,0.0,0.0,0.0,0.121,0.0,0.5,0.076,0.076,0
YDR247W,0,1386.0,39.2496,0.1807,,,,0.0238,0.026,0.0628,0.0584,0.0411,0.0476,0.0325,0.0649,0.0844,0.0952,0.0238,0.0671,0.0368,0.0195,0.0281,0.1212,0.0541,0.0606,0.0043,0.0455,0.3117,0.2727,0.2013,0.1212,0.14500000000000002,0.33340000000000003,0.3592,0.2662,64.0,1.0,40.0,47.0,27.0,1.0,0.0,0.0,3.8452633560474494,1.45061182898593,1.4822204837536812,,,24.620285366048797,,,0.047,4.416,0.042,106.36,1.133,0.0735930735930736,31.87,cytosol,0.0,,,,,0.0,79.58,0.09,0.17,0.09,0.48,-0.39,47.43,52132.8,6.9,261,391.0,1.9,50.0,1386.0,2122.0,1.0,13.0,0.0,0.0,0.24945770065075923,-0.8841405639913232,0.11062906724511931,0.06568828633405639,1.0,0.0,0.184,0.364,0.15,0.486,0.17,0.06,2.27,0.0,0.004,0.336,0.0,0.004,0.026,0.0,0.0,0.0,0.0,0.08,0
YDR249C,0,1122.0,36.0071,0.038,0.129999999999999,0.089188948306595,0.122555555555555,0.0187,0.0107,0.0535,0.0508,0.0775,0.0348,0.0428,0.0668,0.0668,0.1364,0.0214,0.0428,0.0455,0.0348,0.0508,0.0909,0.0561,0.0455,0.008,0.0428,0.377,0.2139,0.2273,0.1043,0.1604,0.2781,0.41709999999999997,0.2647,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,3.703815846628305,0.880896094227929,0.9108892224590823,,,25.25997685556144,,,0.016,1.468,0.015,97.089,0.638,0.0,18.48,below threshold,0.0,,,,,0.0,88.88,0.13,0.12,-0.07,0.38,-0.2,53.67,43795.0,8.95,29,90.0,,,1122.0,1510.0,,,0.0,0.0,0.19571045576407506,-0.7636356568364611,0.15013404825737264,0.13702010723860594,0.0,0.0,0.056,0.461,0.097,0.442,0.21,0.03,1.98,0.0,0.0,0.316,0.0,0.0,0.0,0.003,0.0,0.04,0.0,0.027,0
YDR251W,0,2493.0,37.5451,0.4864,0.196209386281588,0.257312876052949,-0.216350364963503,0.0397,0.006,0.0493,0.0481,0.0433,0.0469,0.0132,0.0566,0.0638,0.0975,0.0217,0.0963,0.0529,0.071,0.0397,0.1252,0.0542,0.0433,0.0036,0.0265,0.2708,0.3213,0.207,0.09739999999999999,0.1167,0.37920000000000004,0.3322,0.21409999999999996,8.0,1.0,28.0,47.0,37.0,0.0,0.0,0.0,6.67272371634321,0.890190745587644,1.105625636695985,1298033333.3333333,30.27368028713832,30.27368028713832,8.52857669565218,0.000824602478068,0.087,15.637,0.071,219.014,10.095,0.4957882069795427,17.32,below threshold,0.0,,,,,0.0,74.49,0.07,0.13,0.02,0.43,-0.62,49.02,92878.2,8.73,277,137.0,8.2,31.0,2493.0,2933.5,8.0,90.0,0.0,0.0,0.43493975903614457,-0.9433634939759037,0.1650602409638554,0.14289506024096385,1.0,0.0,0.29,0.354,0.12,0.526,0.24,0.04,1.97,0.0,0.0,0.287,0.0,0.014,0.259,0.008,0.0,0.05,0.0,0.088,0
YDR252W,0,450.0,39.5556,0.48475,,,,0.0667,0.0133,0.0333,0.0667,0.02,0.06,0.04,0.0267,0.1,0.12,0.0267,0.1133,0.0333,0.0733,0.02,0.0467,0.0533,0.06,0.0,0.02,0.2467,0.2533,0.28,0.1,0.16,0.31989999999999996,0.34009999999999996,0.26,9.0,1.0,40.0,111.0,28.0,21.0,9.0,1.0,1.98107519909097,1.4104340324053,1.1407388922842847,,,24.252410405557995,,,0.141,4.429,0.112,39.551,2.706,0.4466666666666666,26.75,cytosol,1.0,,,,,0.0,78.25,0.04,0.12,-0.02,0.41,-0.71,30.29,16623.1,9.14,,591.0,,,450.0,1207.5,1.0,1.0,1.0,0.0,0.0,-1.4813241610738257,0.12080536912751678,0.0433751677852349,0.0,0.0,0.671,0.477,0.121,0.402,0.08,0.03,2.38,0.0,0.013,0.107,0.0,0.013,0.128,0.0,0.0,0.03,0.0,0.02,0
YDR253C,0,576.0,37.1528,0.4979,,,,0.0625,0.026,0.0573,0.0573,0.026,0.0573,0.026,0.0677,0.1146,0.0781,0.0052,0.0938,0.0469,0.0469,0.0833,0.0677,0.0365,0.0365,0.0,0.0052,0.2135,0.2656,0.2031,0.1146,0.2239,0.2761,0.2812,0.3385,1.0,1.0,15.0,7.0,7.0,3.0,1.0,0.0,2.23936129417034,0.661276011001612,0.7884156743512775,,,27.164315036397,,,0.036,1.47,0.033,44.799,0.475,0.4791666666666667,14.6,below threshold,1.0,,,,,0.0,70.69,0.03,0.12,-0.05,0.41,-0.97,60.01,21535.0,10.64,209,124.0,,26.0,576.0,1161.0,,,1.0,0.0,0.2670157068062827,-1.557501047120419,0.15706806282722513,0.11875602094240838,1.0,0.0,0.419,0.377,0.136,0.487,0.26,0.05,2.17,0.0,0.0,0.188,0.0,0.042,0.047,0.0,0.0,0.0,0.0,0.052,0
YDR254W,0,1377.0,35.1489,0.1501,,,,0.0283,0.0087,0.0566,0.061,0.0566,0.0632,0.024,0.0784,0.0871,0.1089,0.0218,0.0675,0.0501,0.0261,0.0458,0.0675,0.0349,0.061,0.0109,0.0392,0.3551,0.2484,0.22,0.1176,0.15689999999999998,0.2439,0.40509999999999996,0.2745,24.0,6.0,112.0,51.0,47.0,30.0,22.0,10.0,2.787488986526755,1.36291366074563,1.006481260276685,,,25.9229414150264,,,0.038,4.412,0.033,134.836,3.988,0.0,16.01,below threshold,0.0,,,,,0.0,89.08,0.11,0.1,-0.09,0.38,-0.31,45.14,52679.3,9.19,71,88.0,,,1377.0,1527.0,,3.0,1.0,0.0,0.028384279475982533,-0.8884661572052402,0.13537117903930132,0.08894585152838427,0.0,0.0,0.024,0.328,0.225,0.447,0.22,0.05,2.02,0.0,0.0,0.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0
YDR255C,0,1266.0,35.624,0.1942,,,,0.0284,0.0237,0.0498,0.0806,0.0569,0.0213,0.0379,0.064,0.1185,0.1066,0.0213,0.0545,0.0379,0.0403,0.0237,0.0829,0.0592,0.0474,0.0071,0.0355,0.3175,0.1967,0.237,0.13040000000000002,0.18009999999999998,0.29610000000000003,0.36719999999999997,0.3105,3.0,0.0,3.0,17.0,16.0,8.0,7.0,6.0,3.26440008306447,1.10701792408513,0.9390573737942951,7194550.0,22.778473222893492,22.778473222893492,,,0.081,6.885,0.07,99.011,1.948,0.0,17.83,below threshold,1.0,,,,,,,,,,,,,,,30,46.0,10.1,33.0,1266.0,2093.0,,,1.0,0.0,0.0,-1.106672921615202,0.16389548693586697,0.14543919239904984,0.0,0.0,0.09,0.627,0.067,0.306,0.17,0.07,2.18,0.0,0.0,0.356,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.036,0
YDR256C,0,1548.0,42.3773,0.3215,,,,0.0678,0.0097,0.0601,0.0446,0.0581,0.0659,0.0329,0.0523,0.0523,0.0523,0.0155,0.0717,0.064,0.064,0.0504,0.0562,0.0581,0.062,0.0155,0.0446,0.2849,0.2578,0.1802,0.1047,0.1356,0.3043,0.3681,0.2403,5.0,2.0,13.0,15.0,10.0,3.0,1.0,0.0,4.969874082341045,1.32903157791995,1.264704918683486,5537566.666666667,22.40082099220501,22.40082099220501,,,0.044,4.489,0.04,113.042,1.267,0.067829457364341,14.15,below threshold,0.0,,,,,0.0,60.66,0.12,0.16,0.09,0.49,-0.63,30.03,58555.1,7.49,,,,,1548.0,1737.0,,1.0,0.0,0.0,0.021359223300970873,-0.6548440776699028,0.1203883495145631,0.09988019417475731,0.0,0.0,0.066,0.307,0.167,0.526,0.05,0.11,2.59,0.0,0.01,0.338,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0
YDR257C,0,1485.0,36.1616,0.1528,0.133999999999999,0.078525252525252,-0.084590163934426,0.0424,0.0323,0.0606,0.1152,0.0303,0.0303,0.004,0.0808,0.0889,0.1091,0.0222,0.0566,0.0283,0.0303,0.0505,0.0687,0.0465,0.0545,0.0141,0.0323,0.3212,0.1838,0.2889,0.1758,0.14340000000000003,0.2667,0.38570000000000004,0.31920000000000004,1.0,2.0,28.0,6.0,5.0,1.0,0.0,0.0,4.617416010567035,0.649972727403257,0.7165673688443905,797793333.3333334,29.571439828670357,29.571439828670357,,,0.013,1.411,0.012,116.027,0.615,0.0323232323232323,33.04,nucleus,0.0,,,,,0.0,88.59,0.08,0.17,0.12,0.51,-0.41,45.9,57271.3,4.69,10,61.0,9.1,,1485.0,1834.5,,7.0,0.0,0.0,0.04251012145748988,-1.2892396761133607,0.016194331983805668,0.003065789473684211,0.0,0.0,0.063,0.502,0.128,0.37,0.24,0.06,2.095,0.0,0.022,0.368,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.032,0
YDR258C,0,2436.0,38.8342,0.2715,,,,0.0727,0.0086,0.0764,0.0813,0.0246,0.0517,0.0135,0.0739,0.0874,0.1133,0.0197,0.0369,0.0357,0.0333,0.0739,0.0567,0.053,0.0653,0.0025,0.0185,0.298,0.181,0.2869,0.1577,0.1748,0.20699999999999996,0.39049999999999996,0.3325,19.0,0.0,18.0,34.0,22.0,2.0,1.0,0.0,3.348985294652985,1.19775748078912,-0.045847005702112975,940733333.3333334,29.809210585392986,29.809210585392986,,,0.15,15.816,0.076,208.701,18.37,0.0246305418719211,76.79,mitochondria,0.0,5.96,3.5,,,0.0,94.71,0.05,0.21,0.19,0.54,-0.41,32.76,91340.3,8.24,19,84.0,44.8,,2436.0,2612.0,,2.0,0.0,0.0,0.12946979038224415,-1.2401057953144268,0.08384710234278668,0.07506461159062887,0.0,0.0,0.015,0.535,0.11,0.355,0.08,0.05,2.5,0.0,0.0,0.388,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0
YDR259C,0,1152.0,36.4583,0.67805,,,,0.0547,0.0026,0.0469,0.0677,0.0156,0.0156,0.026,0.0729,0.0651,0.0677,0.0234,0.125,0.0807,0.0599,0.0573,0.1094,0.0495,0.0234,0.0,0.0339,0.2135,0.3307,0.2135,0.1146,0.1484,0.38029999999999997,0.29159999999999997,0.263,7.0,3.0,19.0,31.0,15.0,0.0,0.0,0.0,4.850380446065395,0.654450012486288,0.9752059717080918,256440000.0,27.934046078556275,27.934046078556275,,,0.072,6.871,0.062,110.042,7.481,0.8489583333333334,16.86,below threshold,0.0,,,,,0.0,64.01,0.05,0.13,-0.02,0.42,-1.07,56.79,43601.0,9.05,99,121.0,,80.0,1152.0,1530.0,,4.0,0.0,0.0,0.4464751958224543,-1.3086182767624022,0.24281984334203655,0.22437806788511755,1.0,0.0,0.702,0.402,0.055,0.543,0.17,0.08,2.56,0.0,0.0,0.193,0.0,0.0,0.151,0.0,0.0,0.0,0.091,0.094,0
YDR261C,0,1689.0,39.9645,0.1424,-0.116406249999999,0.304243931320308,-0.067473684210526,0.0622,0.0107,0.0586,0.048,0.0515,0.0586,0.0195,0.0622,0.0568,0.1012,0.0071,0.0764,0.0284,0.0409,0.0213,0.0853,0.0888,0.0444,0.0302,0.0462,0.3357,0.2487,0.2185,0.1066,0.0976,0.3483,0.405,0.20419999999999996,0.0,0.0,0.0,8.0,6.0,3.0,3.0,0.0,6.403195925005836,1.42663334021021,1.3969378809270034,71818666.66666667,26.097855553519846,26.097855553519846,748.874039130435,0.0724063827370664,0.059,6.939,0.053,130.632,2.26,0.0,,,0.0,,,,,0.0,79.18,0.13,0.15,0.07,0.47,-0.3,31.17,63492.5,5.01,64,95.0,4.7,,1689.0,1957.0,,,0.0,0.0,0.13167259786476868,-0.526238078291815,0.15302491103202848,0.20941459074733101,0.0,0.0,0.005,0.365,0.206,0.429,0.17,0.09,2.27,1.0,0.018,0.39,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.053,0
YDR262W,0,819.0,39.072,0.2918,-0.146842105263157,0.237476190476188,-0.031313131313131,0.0403,0.0037,0.0623,0.0733,0.044,0.0476,0.0147,0.0623,0.0733,0.1026,0.0147,0.0696,0.0513,0.0366,0.0366,0.0989,0.0403,0.0842,0.0073,0.033,0.3333,0.2674,0.2308,0.1356,0.1246,0.2821,0.38839999999999997,0.2602,0.0,0.0,0.0,37.0,13.0,2.0,0.0,0.0,4.12262951716208,1.3914480222516,1.4733409715219956,,,24.555460959987773,,,0.022,1.504,0.021,72.786,0.939,0.0,17.86,below threshold,0.0,,,,,0.0,88.98,0.08,0.12,-0.01,0.42,-0.35,43.4,30626.9,5.06,38,198.0,59.5,192.0,819.0,1020.5,,,0.0,0.0,0.16176470588235295,-0.7123485294117647,0.18382352941176472,0.3064786764705881,0.0,0.0,0.077,0.283,0.232,0.485,0.2,0.03,2.08,1.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0
YDR263C,0,1293.0,36.2722,0.1048,,,,0.0603,0.0232,0.0441,0.0603,0.0441,0.0487,0.0162,0.0812,0.1044,0.0951,0.0325,0.051,0.0371,0.0464,0.0441,0.065,0.0394,0.0626,0.007,0.0348,0.3248,0.2019,0.2483,0.10439999999999999,0.1647,0.2598,0.4176,0.2691,0.0,0.0,0.0,31.0,17.0,0.0,0.0,0.0,0.6014926851816715,1.18677273589483,0.7631053972449756,,,23.73681778335946,,,0.07,6.876,0.06,115.463,4.571,0.0185614849187935,,,0.0,,,,,0.0,87.96,0.09,0.13,0.0,0.44,-0.23,35.51,49054.1,9.77,3,279.0,,43.0,1293.0,1548.0,,,0.0,0.0,0.12093023255813953,-0.8623853488372093,0.10232558139534884,0.09958883720930232,0.0,0.0,0.023,0.581,0.067,0.352,0.11,0.07,2.29,0.0,0.005,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0
YDR265W,0,1014.0,38.856,0.0549,-0.227281553398058,0.054714003944773,-0.028222222222222,0.0444,0.0385,0.0296,0.0621,0.0533,0.0473,0.0207,0.0651,0.0888,0.1213,0.0325,0.0385,0.0414,0.0473,0.0562,0.074,0.0444,0.0385,0.0118,0.0414,0.3314,0.2012,0.2604,0.0917,0.16570000000000001,0.2841,0.4083,0.2574,11.0,9.0,50.0,42.0,35.0,13.0,11.0,9.0,3.5935106290046352,1.45986509488646,1.2081069106195164,,,22.98797557962586,,,0.106,6.902,0.076,90.614,3.838,0.0,17.14,punctate,1.0,,,,,0.0,83.35,0.11,0.14,0.1,0.48,-0.22,50.72,39117.5,9.59,103,180.0,10.3,48.0,1014.0,1423.5,,1.0,1.0,0.0,0.07418397626112759,-0.5505181008902078,0.3293768545994065,0.35490860534124635,0.0,1.0,0.089,0.617,0.045,0.338,0.22,0.1,2.13,0.0,0.033,0.341,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.045,0
YDR266C,0,1920.0,38.5417,0.3667,0.134608294930875,0.230417187499999,0.120204081632653,0.0406,0.0297,0.0484,0.0625,0.0469,0.0453,0.0344,0.0375,0.0938,0.0875,0.0109,0.0766,0.05,0.0422,0.0516,0.1031,0.0656,0.0344,0.0031,0.0344,0.2437,0.275,0.2016,0.1109,0.17980000000000002,0.3516,0.2953,0.29069999999999996,12.0,6.0,15.0,33.0,26.0,0.0,0.0,0.0,5.9938007969498095,0.648026754125167,0.9150057619943079,675766666.6666666,29.331949950118567,29.331949950118567,372.084382608696,0.0359757219637811,0.047,6.981,0.041,168.784,6.332,0.3546875,38.35,cytosol,0.0,,,,,0.0,59.74,0.08,0.17,0.11,0.49,-0.84,48.72,72779.0,9.3,217,98.0,7.8,22.0,1920.0,2260.0,12.0,54.0,0.0,0.0,0.3286384976525822,-1.1567394366197183,0.1705790297339593,0.14407699530516427,1.0,0.0,0.16,0.315,0.125,0.56,0.2,0.07,2.12,0.0,0.049,0.311,0.0,0.002,0.03,0.0,0.0,0.02,0.0,0.106,0
